,Unnamed: 0,utterance,intent,label
63,63,Can I track the card you sent to me?,Card Arrival.,0
64,64,I haven't gotten my new card.,Card Arrival.,0
65,65,How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,Card Arrival.,0
66,66,Will I have to wait much longer for my new card to arrive?,Card Arrival.,0
67,67,how to track the card you sent,Card Arrival.,0
68,68,2 weeks ago I ordered my new card.  It isn't here.  What should I do?,Card Arrival.,0
69,69,How can I check on the delivery status of my card?,Card Arrival.,0
70,70,"My card has not been delivered yet and its been a week since I ordered it, please help",Card Arrival.,0
71,71,What's the expected wait time to recieve my new card?,Card Arrival.,0
72,72,How can I see the progress of delivery of the card that was sent?,Card Arrival.,0
73,73,"My card was supposed to arrive, but hasn't?",Card Arrival.,0
74,74,I ordered a card and would like to know how to track the delivery progress of it.,Card Arrival.,0
75,75,How long will it take for me to get my card?,Card Arrival.,0
76,76,My card hasn't shown up yet.,Card Arrival.,0
77,77,Does the card you sent have a tracking number?,Card Arrival.,0
78,78,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,Card Arrival.,0
79,79,maximum how many days get the courier?,Card Arrival.,0
80,80,Is there a reason my new card hasn't arrived yet?,Card Arrival.,0
81,81,"I've been waiting a while for my card, is there a way to know when it will arrive?",Card Arrival.,0
82,82,How can I track my card's delivery?,Card Arrival.,0
83,83,Can I track the card that was just sent to me?,Card Arrival.,0
84,84,"If I ordered my new card last week, how much longer should I wait to receive it?",Card Arrival.,0
85,85,"What's go on, where is my new card?",Card Arrival.,0
86,86,Where is my new card if I haven't received it yet?,Card Arrival.,0
87,87,Where is my card?,Card Arrival.,0
88,88,Can you tell me why I haven't received my new card yet?,Card Arrival.,0
89,89,Is there a way to track my card?,Card Arrival.,0
90,90,Is there a way to track the new card you sent me?,Card Arrival.,0
91,91,I'm still waiting for my card.,Card Arrival.,0
92,92,What do I need to do to get my new card which I have requested 2 weeks ago?,Card Arrival.,0
93,93,WHAT IS THE SOLUTION OF THIS PROBLEM,Card Arrival.,0
94,94,Could I get tracking on the card?,Card Arrival.,0
95,95,Can you help me track my card?,Card Arrival.,0
96,96,Shouldn't my new card be here by now?,Card Arrival.,0
97,97,Is there a reason my new card hasn't arrived?,Card Arrival.,0
98,98,"I would like to track a card sent to me, how do I do that?",Card Arrival.,0
99,99,Is there a tracking number for the card?,Card Arrival.,0
100,100,can you share card tracking number?,Card Arrival.,0
101,101,"I have not received my card and it's been a week, what do I do?",Card Arrival.,0
102,102,Is there a way I can check on the card on route to me?,Card Arrival.,0
103,103,When will my new card arrive?,Card Arrival.,0
104,104,Why haven't I received my new card yet?,Card Arrival.,0
105,105,What is the expected delivery date of my card?,Card Arrival.,0
106,106,My card hasn't came in the mail yet?,Card Arrival.,0
107,107,I haven't received my card.,Card Arrival.,0
108,108,Is it possible for me to track the card is was mailed to me?,Card Arrival.,0
109,109,When will my new card be delivered?,Card Arrival.,0
110,110,I was issued a card about a week ago. why hasn't it come in yet?,Card Arrival.,0
111,111,Can you please tell me where my card is? I ordered it 2 weeks ago!,Card Arrival.,0
112,112,I still haven't received my card in the mail,Card Arrival.,0
113,113,I'm still waiting for my card that was issued a week ago. What should I do?,Card Arrival.,0
114,114,I still haven't gotten my new card.  When will it get here?,Card Arrival.,0
115,115,Do you have a tracking number for the card I was sent?,Card Arrival.,0
116,116,How do I track the card you sent to me?,Card Arrival.,0
117,117,Is my new bank card on the way and is there a way to track it?,Card Arrival.,0
118,118,Could you send me and up date on the arrival of my card?,Card Arrival.,0
119,119,How long does it take to recieve my new card?,Card Arrival.,0
120,120,My card has not come in the mail yet.,Card Arrival.,0
121,121,What's the card you sent me's tracking number?,Card Arrival.,0
122,122,i havent got my card,Card Arrival.,0
123,123,Why hasn't my card arrived yet?,Card Arrival.,0
124,124,I thought I would have received my new card at this point.,Card Arrival.,0
125,125,How long until my new card gets here?,Card Arrival.,0
126,126,How much longer until I get my new card?,Card Arrival.,0
127,127,Am I able to track a card that has already been sent?,Card Arrival.,0
128,128,Is it possible to track the card you sent me?,Card Arrival.,0
129,129,How long will it be to get this new card?,Card Arrival.,0
130,130,how can i track card you sent,Card Arrival.,0
131,131,Can the card was sen to me be tracked?,Card Arrival.,0
132,132,why have i not got my new card?,Card Arrival.,0
133,133,I need to track the card sent to me.,Card Arrival.,0
134,134,"It's been two weeks and I haven't gotten my card, what do I do?",Card Arrival.,0
135,135,I was expecting my new card by now.,Card Arrival.,0
136,136,Where is the tracking number for the card?,Card Arrival.,0
137,137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,Card Arrival.,0
138,138,Can I track the card that you sent me in the mail?,Card Arrival.,0
139,139,Can you tell me if I can track the card you sent me?,Card Arrival.,0
140,140,Why have I not gotten my new card?,Card Arrival.,0
141,141,I'm still waiting on my new card to be delivered!,Card Arrival.,0
142,142,My new card isn't here and it was issued a week ago.,Card Arrival.,0
143,143,"I was supposed to receive my new card by now, but it hasn't came in.",Card Arrival.,0
144,144,Is a tracking number available for the card that was just sent?,Card Arrival.,0
145,145,Why haven't I gotten my new card?,Card Arrival.,0
146,146,Was there a number to track that I could get?,Card Arrival.,0
147,147,How much longer is it going to take to get my new card?,Card Arrival.,0
148,148,I haven't gotten my credit card in the mail.,Card Arrival.,0
149,149,My card hasn't arrived yet. What do I do?,Card Arrival.,0
150,150,"My card still hasn't arrived after two weeks, now what?",Card Arrival.,0
151,151,My card appears to have never arrived?,Card Arrival.,0
152,152,My card never arrived.,Card Arrival.,0
153,153,My card has been found. Is there any way for me to put it back into the app?,Card Linking.,1
154,154,I was able to find my card. How to I go about putting it into my app?,Card Linking.,1
155,155,how do I get my card to show in the app?,Card Linking.,1
156,156,I just got my card.  It's not linked yet--how do I do that?,Card Linking.,1
157,157,"lost card found, want to put it back in app",Card Linking.,1
158,158,"I just got a card, how can I add it to the app?",Card Linking.,1
159,159,Is there any way to see my card in the app?,Card Linking.,1
160,160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,Card Linking.,1
161,161,I found my card. How can I put it into my app?,Card Linking.,1
162,162,How do I make my card show up in the app?,Card Linking.,1
163,163,Can you show me where to link the new card?,Card Linking.,1
164,164,I found my old card. Can I link it back into the app?,Card Linking.,1
165,165,"Show me how to link the new card,",Card Linking.,1
166,166,How do I add an existing card to the app?,Card Linking.,1
167,167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,Card Linking.,1
168,168,How do I link one of your card that I already have?,Card Linking.,1
169,169,If I have a physical card can I link it?,Card Linking.,1
170,170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,Card Linking.,1
171,171,Can I add a card that I just found (again) to the app?,Card Linking.,1
172,172,How can I make my card show up in the app?,Card Linking.,1
173,173,"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",Card Linking.,1
174,174,"Okay, I found my card, can I put it back in the app?",Card Linking.,1
175,175,Can I reactivate a card?,Card Linking.,1
176,176,I would like to reactivate a card and wondered if that could be done?,Card Linking.,1
177,177,"I got my card now, how do I make it show up in the app?",Card Linking.,1
178,178,How do I link an existing card?,Card Linking.,1
179,179,How do I link a new card in the app?,Card Linking.,1
180,180,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",Card Linking.,1
181,181,I already have a card and want to link it,Card Linking.,1
182,182,Can you please reactivate my card?,Card Linking.,1
183,183,Where do I go to add a new card?,Card Linking.,1
184,184,I want my card I just received to show up in the app. How do I do that?,Card Linking.,1
185,185,"I received my card, how do I get it to show in the app?",Card Linking.,1
186,186,If I have a credit card with you how I get set up to link to it?,Card Linking.,1
187,187,How do I add my new card?,Card Linking.,1
188,188,"I want to reactivate my card, I thought I had lost it but found it again this morning.",Card Linking.,1
189,189,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",Card Linking.,1
190,190,My card is no longer lost. How do I enter it back into the app?,Card Linking.,1
191,191,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",Card Linking.,1
192,192,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",Card Linking.,1
193,193,How do I reactivate a card I thought I lost?,Card Linking.,1
194,194,Help me figure out how to link the new card.,Card Linking.,1
195,195,I found my lost card. Am I still able to use it?,Card Linking.,1
196,196,Will I need a new card or can I put my old card back into the app?,Card Linking.,1
197,197,Is there a way to link the card i just got?,Card Linking.,1
198,198,How do I add a new card?,Card Linking.,1
199,199,"I want to reactivate my card, I found it after thinking it was lost.",Card Linking.,1
200,200,Can I put my old card back in the app?,Card Linking.,1
201,201,"I got a new card, how do I link it?",Card Linking.,1
202,202,I found the card I thought I lost this morning. Can I reactivate this card?,Card Linking.,1
203,203,How do i go about linking a new card?,Card Linking.,1
204,204,how do i get the card linked,Card Linking.,1
205,205,"I have one of your cards, but I don't know how to link it.",Card Linking.,1
206,206,how do I link an old card?,Card Linking.,1
207,207,I received my card. How do I link it to the app?,Card Linking.,1
208,208,"Now that I have my card, how do I connect it to the app?",Card Linking.,1
209,209,How do I add the card I just received to show up in the app?,Card Linking.,1
210,210,"I want to reactivate my card, I thought I had lost it but I found it.",Card Linking.,1
211,211,What do I need to do to link my new card for my account?,Card Linking.,1
212,212,Can I add a card to back into the app?,Card Linking.,1
213,213,I want to link my new card. Can you help?,Card Linking.,1
214,214,What is the process to link the new card?,Card Linking.,1
215,215,"I found my card, am I able to put it back into the app?",Card Linking.,1
216,216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",Card Linking.,1
217,217,Where can I link a new card?,Card Linking.,1
218,218,How do I add a card on to the app?,Card Linking.,1
219,219,"I found my card in my jacket this morning, so can I reactivate it?",Card Linking.,1
220,220,"I've obtained the card, how do I enable it on the app?",Card Linking.,1
221,221,I need to find the card I received in the app.,Card Linking.,1
222,222,How do I get my card on the app?,Card Linking.,1
223,223,"In the app, how can I make it show the new card that arrived?",Card Linking.,1
224,224,How do I link my new card?,Card Linking.,1
225,225,Can I activate a card in the app?,Card Linking.,1
226,226,"I want to link to my card card with you, how?",Card Linking.,1
227,227,I would like to link my card to my account.,Card Linking.,1
228,228,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",Card Linking.,1
229,229,How can I link the new card?,Card Linking.,1
230,230,I got a new card and can't find where to link it.,Card Linking.,1
231,231,"Hey, I have my card, how do I get it to show in the app?",Card Linking.,1
232,232,Where in the app do I go to make my new card show up?,Card Linking.,1
233,233,Where do I scan my card?,Card Linking.,1
234,234,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,Card Linking.,1
235,235,Can I link my card I previously received?,Card Linking.,1
236,236,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",Card Linking.,1
237,237,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",Card Linking.,1
238,238,You sent me a card and now I want to link it.,Card Linking.,1
239,239,How do I add my new card to the app?,Card Linking.,1
240,240,Can I add a card back to the app?,Card Linking.,1
241,241,What if I want to add a card I already have to the app?,Card Linking.,1
242,242,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",Card Linking.,1
243,243,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",Card Linking.,1
244,244,Is there a way to link cards if I have one of yours?,Card Linking.,1
245,245,If my card was lost or stolen can I re-link it?,Card Linking.,1
246,246,How do I link a new card to an existing one?,Card Linking.,1
247,247,How do I link a new payment card?,Card Linking.,1
248,248,I would like to reactivate my card that I previously reported lost. I located the card this morning.,Card Linking.,1
249,249,"Card has been received, how will it show up on the app?",Card Linking.,1
250,250,Can I re-link a lost card with the app?,Card Linking.,1
251,251,What do I do to link my new card?,Card Linking.,1
252,252,Is it possible to link a new card?,Card Linking.,1
253,253,I deactivated my card but would like to reactivate it.,Card Linking.,1
254,254,"I found my card that I thought I had lost, I need to reactive it, please help.",Card Linking.,1
255,255,can I link a card of yours I already have?,Card Linking.,1
256,256,Can I put my found card back into the app on my phone?,Card Linking.,1
257,257,"My card arrived but I need to make it work in the app, how do I do that?",Card Linking.,1
258,258,"I found the card that I thought I lost, and I would like to reactivate it.",Card Linking.,1
259,259,I found my card again. Can I put it back into the app?,Card Linking.,1
260,260,I need some help linking my new card.,Card Linking.,1
261,261,help me link my card,Card Linking.,1
262,262,How do I link my card in the app.,Card Linking.,1
263,263,How do I get my card into the app?,Card Linking.,1
264,264,I found my card! Can I link it back into the app?,Card Linking.,1
265,265,How do I reactivate my card?,Card Linking.,1
266,266,Where do I go to get my new card linked?,Card Linking.,1
267,267,"I thought I lost my card but I found it today, so I would like to reactivate it.",Card Linking.,1
268,268,How do I link the new card that I just got from you guys?,Card Linking.,1
269,269,How can I add a new card?,Card Linking.,1
270,270,Can you tell me how to get my card on the app?,Card Linking.,1
271,271,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,Card Linking.,1
272,272,How do I make my card appear on the app?,Card Linking.,1
273,273,How do I link the new card?,Card Linking.,1
274,274,Where in the app do I link a new card?,Card Linking.,1
275,275,How do I add my card to the app once I get it?,Card Linking.,1
276,276,Can I link your physical card,Card Linking.,1
277,277,How do I activate and link my new card?,Card Linking.,1
278,278,"I got a card, how do I get it in the app?",Card Linking.,1
279,279,I received my new card.  Where is it in the app?,Card Linking.,1
280,280,"I found my card, how can I use it again?",Card Linking.,1
281,281,"I just received a new card, where do I go to link it to my account?",Card Linking.,1
282,282,"found card, how to put it back in app",Card Linking.,1
283,283,How do I see my card in the app?,Card Linking.,1
284,284,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",Card Linking.,1
285,285,I don't see my card anywhere in the app.,Card Linking.,1
286,286,"I received my card, how do I get it to work in the app?",Card Linking.,1
287,287,What do I do if I already had a card with you guys?,Card Linking.,1
288,288,if i found a lost card can i put it back in app,Card Linking.,1
289,289,I have a card that was deactivated can I reactivate it?,Card Linking.,1
290,290,"My new card isn't in my app, how do I get it in there?",Card Linking.,1
291,291,Help me access the card I already got so I can information from it.,Card Linking.,1
292,292,What is my money worth in other countries?,Exchange Rate.,2
293,293,Will my money be of equal value when I travel abroad?,Exchange Rate.,2
294,294,Do you know the rate of exchange?,Exchange Rate.,2
295,295,What foreign exchange rate will I get on weekdays and on the weekends?,Exchange Rate.,2
296,296,What is the exchange looking like?,Exchange Rate.,2
297,297,How is the exchange rate doing?,Exchange Rate.,2
298,298,I would like to know how exchange rates are calculated when transferring funds.,Exchange Rate.,2
299,299,I would like to know what exchange rates you use?,Exchange Rate.,2
300,300,"If I need to cash foreign transfers, how does that work?",Exchange Rate.,2
301,301,Do you know what your exchange rates are?,Exchange Rate.,2
302,302,How do I know what exchange rate I will get?,Exchange Rate.,2
303,303,What are you exchange rates?,Exchange Rate.,2
304,304,Do you have the best exchange rate?,Exchange Rate.,2
305,305,Where can I find your exchange rates?,Exchange Rate.,2
306,306,Your exchange rates come from where?,Exchange Rate.,2
307,307,I need to know what your exchange rates are.,Exchange Rate.,2
308,308,What's the process for exchanges?,Exchange Rate.,2
309,309,What do you think of the exchange rate?,Exchange Rate.,2
310,310,How are exchange rates calculated at this bank?,Exchange Rate.,2
311,311,What do you use to figure out the exchange rate for the card?,Exchange Rate.,2
312,312,What's the foreign exchange rate I will receive?,Exchange Rate.,2
313,313,I need to know what foreign exchange rate I can get.,Exchange Rate.,2
314,314,What are the current exchange rates?,Exchange Rate.,2
315,315,What exchange rate will I receive?,Exchange Rate.,2
316,316,What is the basis of your exchange rates?,Exchange Rate.,2
317,317,How's the exchange rate?,Exchange Rate.,2
318,318,How do you determine your exchange rates?,Exchange Rate.,2
319,319,How do the foreign exchange rates work?,Exchange Rate.,2
320,320,Where are you getting your exchange rates from?,Exchange Rate.,2
321,321,How is the exchange rate calculated?,Exchange Rate.,2
322,322,I'm interested in what your exchange rates are based on.,Exchange Rate.,2
323,323,How do you decide what the exchange rates are?,Exchange Rate.,2
324,324,What is the current exchange rate?,Exchange Rate.,2
325,325,What is the formula for your exchange rate?,Exchange Rate.,2
326,326,What method do you use for the exchange rate?,Exchange Rate.,2
327,327,What are Interbanks current exchange rates?,Exchange Rate.,2
328,328,from where are coming your exchange rates?,Exchange Rate.,2
329,329,How do you calculate exchange rates?,Exchange Rate.,2
330,330,Why is your exchange rate different on different days?,Exchange Rate.,2
331,331,Where can I find the exchange rate for my transfer?,Exchange Rate.,2
332,332,Where can I get your exchange rates from?,Exchange Rate.,2
333,333,How do you find the exchange rate?,Exchange Rate.,2
334,334,How are exchange rates determined?,Exchange Rate.,2
335,335,What value can I get for my currency?,Exchange Rate.,2
336,336,Please explain your exchange rate policy.,Exchange Rate.,2
337,337,What are your exchange rates calculated from?,Exchange Rate.,2
338,338,What is an exchange rate?,Exchange Rate.,2
339,339,What is your opinion on the exchange rate?,Exchange Rate.,2
340,340,What are the exchange rates you assign?,Exchange Rate.,2
341,341,How do you determine exchange rates?,Exchange Rate.,2
342,342,How are your exchange rates calculated?,Exchange Rate.,2
343,343,How is an exchange rate calculated?,Exchange Rate.,2
344,344,"When exchanging, how much are the rates?",Exchange Rate.,2
345,345,What is the exchange rate for EUR?,Exchange Rate.,2
346,346,How can I find your exchange rates?,Exchange Rate.,2
347,347,Could you please tell me your exchange rates?,Exchange Rate.,2
348,348,Is there an exchange rate?,Exchange Rate.,2
349,349,How does the exchange rate work?,Exchange Rate.,2
350,350,What is the present state of the exchange rate?,Exchange Rate.,2
351,351,How are foreign exchange rates determined?,Exchange Rate.,2
352,352,How's the exchange rate looking right now?,Exchange Rate.,2
353,353,Please explain the exchange rates.,Exchange Rate.,2
354,354,What is the foreign exchange rate you will apply?,Exchange Rate.,2
355,355,explain the interbank exchange rate,Exchange Rate.,2
356,356,What will my exchange rate be?,Exchange Rate.,2
357,357,how do you get exchange rates,Exchange Rate.,2
358,358,What exchange rates do you use?,Exchange Rate.,2
359,359,How will I know what the exchange rate is?,Exchange Rate.,2
360,360,What factors effect the exchange rate?,Exchange Rate.,2
361,361,Where does the exchange rate stand right now?,Exchange Rate.,2
362,362,I'd like to know what the foreign exchange rate will be.,Exchange Rate.,2
363,363,Does the exchange rate change?,Exchange Rate.,2
364,364,How do your exchange rates factor in?,Exchange Rate.,2
365,365,Will I know which exchange rate I will get?,Exchange Rate.,2
366,366,How do I know what the exchange rate will be when I make an exchange.,Exchange Rate.,2
367,367,Is the exchange rate the same on weekends as the weekdays?,Exchange Rate.,2
368,368,How do you do exchanges?,Exchange Rate.,2
369,369,On what do you base your exchange rates?,Exchange Rate.,2
370,370,How do you come up with your exchange rate,Exchange Rate.,2
371,371,What factors determine your exchange rate?,Exchange Rate.,2
372,372,How are the exchange rates determined?,Exchange Rate.,2
373,373,I would like to know what your exchange rates are.,Exchange Rate.,2
374,374,Is the exchange rate current?,Exchange Rate.,2
375,375,What are the exchange rates?,Exchange Rate.,2
376,376,How much are the rates of exchange?,Exchange Rate.,2
377,377,How do you decide what your exchange rates are?,Exchange Rate.,2
378,378,Your exchange rates are coming from where?,Exchange Rate.,2
379,379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,Exchange Rate.,2
380,380,How are the exchange rates for transfers calculated?,Exchange Rate.,2
381,381,How do I know how much money I will have when I travel abroad?,Exchange Rate.,2
382,382,How do you do currency exchanges?,Exchange Rate.,2
383,383,Can you explain your exchange rates basis?,Exchange Rate.,2
384,384,How did you guys get your exchange rate?,Exchange Rate.,2
385,385,Can you tell me your exchange rates?,Exchange Rate.,2
386,386,Could you tell me what your exchange rates are?,Exchange Rate.,2
387,387,Does this app have the same exchange rate as third parties?,Exchange Rate.,2
388,388,what are your exchange rates at?,Exchange Rate.,2
389,389,How is the current exchange rate?,Exchange Rate.,2
390,390,What is the system for determining the exchange rate?,Exchange Rate.,2
391,391,I am travelling and I was wondering what your exchange rates are,Exchange Rate.,2
392,392,How can I tell what foreign exchange rate I will get?,Exchange Rate.,2
393,393,Tell me your opinion on the exchange rate.,Exchange Rate.,2
394,394,I'd like to know what you guys look at to decide an exchange rate,Exchange Rate.,2
395,395,How does the exchange rate work on this app?,Exchange Rate.,2
396,396,where do you find your exchange rates?,Exchange Rate.,2
397,397,I want to know your exchange rates.,Exchange Rate.,2
398,398,What exchange rate is it?,Exchange Rate.,2
399,399,What is the source of your exchange rates?,Exchange Rate.,2
400,400,i need to know about exchange rates,Exchange Rate.,2
401,401,Where do you get those exchange rates?,Exchange Rate.,2
402,402,How do you determine the exchange rate?,Exchange Rate.,2
403,403,What foreign exchange rate will I get?,Exchange Rate.,2
404,404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",Card Payment Wrong Exchange Rate.,3
405,405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",Card Payment Wrong Exchange Rate.,3
406,406,I think the currency exchange that's been applied is wrong.,Card Payment Wrong Exchange Rate.,3
407,407,The exchange rate I was charged for a purchase was not right.,Card Payment Wrong Exchange Rate.,3
408,408,Can you please explain why the exchange rate for the item I bought is wrong?,Card Payment Wrong Exchange Rate.,3
409,409,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,Card Payment Wrong Exchange Rate.,3
410,410,My payment has an incorrect exchange rate.,Card Payment Wrong Exchange Rate.,3
411,411,my exchange rate looks wrong for my last payment,Card Payment Wrong Exchange Rate.,3
412,412,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,Card Payment Wrong Exchange Rate.,3
413,413,I was charged the wing amount for an item.,Card Payment Wrong Exchange Rate.,3
414,414,the exchange rate on my payment was wrong,Card Payment Wrong Exchange Rate.,3
415,415,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,Card Payment Wrong Exchange Rate.,3
416,416,An incorrect exchange rate was applied to an item I bought.,Card Payment Wrong Exchange Rate.,3
417,417,The exchange rate was incorrect for an item I bought.,Card Payment Wrong Exchange Rate.,3
418,418,The exchange rate on my payment doesn't look right,Card Payment Wrong Exchange Rate.,3
419,419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",Card Payment Wrong Exchange Rate.,3
420,420,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,Card Payment Wrong Exchange Rate.,3
421,421,After purchasing an item I noticed the exchange rate was incorrect.,Card Payment Wrong Exchange Rate.,3
422,422,The amount of exchange was not correct for the item i bought.,Card Payment Wrong Exchange Rate.,3
423,423,The exchange rate from my card payment isn't right.,Card Payment Wrong Exchange Rate.,3
424,424,My exchange rate isn't correct.,Card Payment Wrong Exchange Rate.,3
425,425,Why was the exchange rate so wrong when I bought something!,Card Payment Wrong Exchange Rate.,3
426,426,My exchange rate was wrong for an Item I bought!,Card Payment Wrong Exchange Rate.,3
427,427,I was using a foreign currecy to make a payment and the applied the wrong rate.,Card Payment Wrong Exchange Rate.,3
428,428,The exchange rate was incorrect for this item I bought.,Card Payment Wrong Exchange Rate.,3
429,429,I purchased something overseas and the incorrect exchange rate was applied.,Card Payment Wrong Exchange Rate.,3
430,430,The exchange rate is incorrect for my payment.,Card Payment Wrong Exchange Rate.,3
431,431,The item i bought exchanged rate was incorrect.,Card Payment Wrong Exchange Rate.,3
432,432,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,Card Payment Wrong Exchange Rate.,3
433,433,I bought something in another country but the exchange rate is wrong,Card Payment Wrong Exchange Rate.,3
434,434,I bought an item and the exchange rate was wrong.,Card Payment Wrong Exchange Rate.,3
435,435,Exchange rate for my card payment is wrong,Card Payment Wrong Exchange Rate.,3
436,436,the exchange rate at which my card payment is at is wrong,Card Payment Wrong Exchange Rate.,3
437,437,There was a problem with the exchange rate on a purchase.,Card Payment Wrong Exchange Rate.,3
438,438,"I recently purchased something, and the exchange rate was wrong.",Card Payment Wrong Exchange Rate.,3
439,439,What if there is an error on the exchange rate?,Card Payment Wrong Exchange Rate.,3
440,440,Why is my exchange rate wrong?,Card Payment Wrong Exchange Rate.,3
441,441,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,Card Payment Wrong Exchange Rate.,3
