text,intent
Tell me what the temperature is in 43017 right now.,Get Weather.
What is the weather in Chicago on Wednesday?,Get Weather.
Is snow predicted in Boston next week,Get Weather.
what the weather this week,Get Weather.
What will the weather be like in London tomorrow,Get Weather.
should i pack a jacket for beech mountain?,Get Weather.
how warm is it in Anchorage,Get Weather.
What's the temperature right now?,Get Weather.
How much snow will we get?,Get Weather.
what is the high for today,Get Weather.
Is it suppose to rain at the State Fair Park today?,Get Weather.
Is it humid outside?,Get Weather.
will it be chilly on friday,Get Weather.
Is today a good day for the beach?,Get Weather.
Should I carry my raincoat today?,Get Weather.
Is is suppose to snow today?,Get Weather.
What is the weather like in London?,Get Weather.
what is the forecast for the next month,Get Weather.
whats the forecast,Get Weather.
what will the weather be like at San Francisco next month?,Get Weather.
Is there any rain this weekend?,Get Weather.
should i take an umbrella today,Get Weather.
Do I need my raincoat today?,Get Weather.
What is the weather in New York?,Get Weather.
What will the temperature be for Monday?,Get Weather.
what is the temperature for tomorrow?,Get Weather.
Should my kids wear their coats this morning?,Get Weather.
Can we expect rain at all this week?,Get Weather.
How much snow will fall in Detroit this week?,Get Weather.
is it raining in seattle right now,Get Weather.
sunday's weather,Get Weather.
will it snow today,Get Weather.
What is the forecast for Saturday?,Get Weather.
is it going to rain?,Get Weather.
What is the temperature going to be today?,Get Weather.
can i wear capris without getting a cold today,Get Weather.
Weather forecast for Birmingham,Get Weather.
what kind of weather am I going to have in San Diego this weekend,Get Weather.
Will the temperature get hotter this week?,Get Weather.
is it colder in Catskills than NYC this week,Get Weather.
Is it raining in Chicago?,Get Weather.
should I bring a jacket to Mississippi next week,Get Weather.
Is it going to be sunny in New Jersey tomorrow?,Get Weather.
What is the current temperature?,Get Weather.
show me weather radar in my area,Get Weather.
will it rain today?,Get Weather.
NEW YORK NOW WEATHER,Get Weather.
What in the weather like in Las Vegas?,Get Weather.
Is it going to rain next Wednesday?,Get Weather.
whats the temperate in houston,Get Weather.
Are there any tropical storms or hurricanes heading toward the Gulf?,Get Weather.
what is the high temperature for today,Get Weather.
What is the heat index for this week?,Get Weather.
"What are the projected weather conditions for Boston, MA  for Labor Day weekend?",Get Weather.
how warm out is it,Get Weather.
What is the temperature for the next 10 days?,Get Weather.
What will the weather be like tomorrow?,Get Weather.
What is the weather in Miami?,Get Weather.
how warm will it get this week,Get Weather.
Should I bring a jacket?,Get Weather.
"what is the weather in Los Angeles, CA?",Get Weather.
Will I get wet if I walk to work today,Get Weather.
is today a haboob day,Get Weather.
Is there any snow in the forecast?,Get Weather.
What is the weather forecasts in 5 days for SW Miami?,Get Weather.
What the weather look like this weekend?,Get Weather.
Is there a chance for hail with this storm?,Get Weather.
Are there any current hurricane's in the Atlantic ocean?,Get Weather.
When is it supposed to rain this week?,Get Weather.
Is it going to hot or humid today?,Get Weather.
Is the wind strong enough to take down tree branches?,Get Weather.
How warm will it be today?,Get Weather.
Is it going to rain tomorrow?,Get Weather.
what will the low temperature be tonight,Get Weather.
What is the temperature for Saturday looking?,Get Weather.
What is the weather in New York City?,Get Weather.
should i wear a coat outside,Get Weather.
What will the weather travel conditions be like to work today.,Get Weather.
How cold is it?,Get Weather.
What is the weather like for the week?,Get Weather.
What does the weather look like in Daytona Beach today?,Get Weather.
How much snow today?,Get Weather.
What is the temperature in Antarctica right now?,Get Weather.
Should I wear sunscreen,Get Weather.
When is it going to rain?,Get Weather.
sunny all day?,Get Weather.
what's the weather in cancun like?,Get Weather.
will there be wind tonight,Get Weather.
what is the low for tomorrow,Get Weather.
Is it going to rain today?,Get Weather.
Any chance of storms in the next two months in Southern California?,Get Weather.
What is the temperature for sunrise tomorrow?,Unsupported Weather.
what's the temperature in Holland,Get Weather.
what's the high today?,Get Weather.
will it snow today,Get Weather.
will it snow tomorrow,Get Weather.
What is the humidity like today?,Get Weather.
how hot will it be on saturday,Get Weather.
What is the lowest temperature for the week?,Get Weather.
How cold will it be tonight?,Get Weather.
what's augusta's weekend forecast?,Get Weather.
What is the forecast for this weekend?,Get Weather.
how strong is the wind outside,Get Weather.
What is the high for today?,Get Weather.
Can I wear shorts today?,Get Weather.
How much rain will we get today?,Get Weather.
How cold will it be tonight?,Get Weather.
Will it be cloudy tomorrow?,Get Weather.
Do I need to wear a coat friday night?,Get Weather.
will it rain this week?,Get Weather.
how hot will it get this weekend?,Get Weather.
Will it be sunny all day today?,Get Weather.
At what time today do we have a greater than 50% chance of rain,Get Weather.
Will the high temperature reach 80 degrees in the next five days?,Get Weather.
Is it cloudy in downtown Portland?,Get Weather.
what is the weather in Baltimore at 5 pm,Get Weather.
is it going to snow,Get Weather.
when is it supposed to start raining,Get Weather.
what is the current temperature,Get Weather.
When is the next hot day in Chicago,Get Weather.
How hot is it going to get tomorrow,Get Weather.
Is it sunny or windy today?,Get Weather.
Is it going to rain today?,Get Weather.
What is the weekend weather forecast for Boston?,Get Weather.
Is it going to rain at the beach,Get Weather.
Is it expected to snow in December of this year?,Get Weather.
What' the weather like at Crater Lake for this weekend?,Get Weather.
Is it going to rain this week?,Get Weather.
what is the low temperature today,Get Weather.
Is it going to be windy today?,Get Weather.
whats the weather like next week,Get Weather.
how hot is it today,Get Weather.
what will the weather be like tomorrow?,Get Weather.
What's the forecast this week?,Get Weather.
Is there ice outside?,Get Weather.
Will the temperature be lower tonight?,Get Weather.
Do i need a jacket?,Get Weather.
what is the weather in miami next week?,Get Weather.
is it raining in Tucson,Get Weather.
Is it going to rain on Saturday?,Get Weather.
What will the humidity be like tomorrow?,Get Weather.
How long is the rain suppose to last today?,Get Weather.
Should I expect any rain today,Get Weather.
When is the next chance for rain?,Get Weather.
what is the humidity outside,Get Weather.
Will it rain in Disney World today?,Get Weather.
will it be humid today,Get Weather.
Is it going to rain this afternoon?,Get Weather.
What is the temperature for tomorrow?,Get Weather.
Is there snow in the forecast?,Get Weather.
What's the weather supposed to be tomorrow?,Get Weather.
what is the weather in seattle in june,Get Weather.
Will it rain in the next three days.,Get Weather.
How cold will it be in the morning?,Get Weather.
Is it going to rain tomorrow?,Get Weather.
Will it be cold today?,Get Weather.
How hot will it be tomorrow?,Get Weather.
What is the temperature going to be today?,Get Weather.
what are the weather alerts for today,Get Weather.
What will the weather be like at the Veteran Park at 6:30pm?,Get Weather.
What is Sunday's temp,Get Weather.
Should I wear a poncho today?,Get Weather.
What is the temperature outside?,Get Weather.
Is it supposed to rain this weekend?,Get Weather.
What is the weather going to be like in an hour,Get Weather.
How cold is it today?,Get Weather.
Is a hurricane expected to hit America soon?,Get Weather.
is there hail coming tonight,Get Weather.
Will we get rain today?,Get Weather.
Is it cloudy out?,Get Weather.
do i need a jacket today?,Get Weather.
What is the temperature going to be today?,Get Weather.
What is the high temperature going to be today?,Get Weather.
what is the dew point,Get Weather.
How many inches of snow will we get tomorrow,Get Weather.
"My knee hurts, are we expecting rain?",Get Weather.
What is the weather in New York City at 3 pm tomorrow?,Get Weather.
What will the weather be like next week?,Get Weather.
is it snowing in New York?,Get Weather.
how much rain are we going to get today,Get Weather.
will it be sunny all day,Get Weather.
Will it be sunny down the shore today,Get Weather.
What is the forecast for the week?,Get Weather.
Will it rain at all this week?,Get Weather.
give me the weather for today,Get Weather.
Will it be freezing this weekend in Tahoe?,Get Weather.
When is the snow going to stop?,Get Weather.
Should I wear rubber boots?,Get Weather.
what is the weather in fort collins,Get Weather.
Is there a monsoon warning for Phoenix this week?,Get Weather.
forecast for austin tx?,Get Weather.
Do I need an umbrella?,Get Weather.
what will the weather be like this weekend,Get Weather.
Is it going to rain at 9am in Central Park?,Get Weather.
Show me a five day forecast,Get Weather.
what is the percentage of rain for this weekend,Get Weather.
What is relative fall temperature?,Get Weather.
is there a chance of hail today?,Get Weather.
What are the clouds looking like today?,Get Weather.
What is the temperature going to be today?,Get Weather.
What's the heat index today?,Get Weather.
Will it rain tomorrow in New York City?,Get Weather.
Is there a heatwave in Texas?,Get Weather.
What is the temperature,Get Weather.
Show me the radar of the weather,Get Weather.
when is the next time will it rain in Montreal Canada,Get Weather.
What is the current temp?,Get Weather.
Are there any tornado warnings today?,Get Weather.
What's the weather like in Cincinnati?,Get Weather.
What is the weekly forecast for Seattle?,Get Weather.
Is it going to rain next week?,Get Weather.
how cold is it going to be,Get Weather.
When is the humidity going to break for good?,Get Weather.
what time will it hail today?,Get Weather.
whats the weather today,Get Weather.
What's the weather like today?,Get Weather.
Any hurricanes out in the Gulf of Mexico?,Get Weather.
is it going to be sunny today?,Get Weather.
What's the weather like next week?,Get Weather.
What is the 10 day forecast?,Get Weather.
Is it going to rain this week?,Get Weather.
is it cold today,Get Weather.
how is the weather for the 14th of the month?,Get Weather.
how is the weather in England,Get Weather.
What's the temperature going to be today?,Get Weather.
should i bring an umbrella today?,Get Weather.
What's the weather like?,Get Weather.
How bad is the rain?,Get Weather.
when are we getting rain?,Get Weather.
Is it going to rain on Sunday?,Get Weather.
Is it too warm to be wearing a hoodie?,Get Weather.
Will it snow soon?,Get Weather.
What is the high temperature supposed to be tomorrow?,Get Weather.
Weather forecast for tomorrow,Get Weather.
what is the low for today,Get Weather.
Is there a chance of snow?,Get Weather.
Will it rain tomorrow?,Get Weather.
What will the weather be like at the beach tomorrow.,Get Weather.
Do I need to bring a jacket today?,Get Weather.
what will the temp be at 12am,Get Weather.
What will the temperature be tonight?,Get Weather.
Should we expect lightning?,Get Weather.
Is it going to be warm this afternoon?,Get Weather.
whats the forecast in belier ohio,Get Weather.
how much rain should I expect for tomorrow?,Get Weather.
"What is the weather in Apex, North Carolina today?",Get Weather.
how long is it going to rain today,Get Weather.
will i need an umbrella,Get Weather.
Current temperature,Get Weather.
What are the chances of rain today?,Get Weather.
Is there going to be a tornado tomorrow?,Get Weather.
what what is next week's forcast?,Get Weather.
Is it going to rain?,Get Weather.
"What's the weather in central Park, NY today?",Get Weather.
Should I expect weather related delays at the airport?,Get Weather.
What is the chance of rain for today?,Get Weather.
How warm will it be today?,Get Weather.
What is Friday's forecast?,Get Weather.
What will the temperature be at 6 pm,Get Weather.
What is the high for today,Get Weather.
What will the temperature be on Tuesday?,Get Weather.
How cold is it in Pittsburgh,Get Weather.
How hot will it be today?,Get Weather.
What's the local forecast this week?,Get Weather.
Which direction is the wind today?,Get Weather.
Will there be so much snow that schools are closed?,Get Weather.
will the weather be cold tonight?,Get Weather.
What is the humidity like today?,Get Weather.
what is the next week weather forecast?,Get Weather.
will it snow tonight?,Get Weather.
are there any tornados in the area,Get Weather.
Do I need to bring a raincoat today?,Get Weather.
What is the temperature in Phoenix today?,Get Weather.
Is there snow in the forecast?,Get Weather.
what's the forecast,Get Weather.
What's the high temperature for today,Get Weather.
weather close to work,Get Weather.
Do I need a coat today?,Get Weather.
Is it windy today?,Get Weather.
What's the weather this weekend,Get Weather.
Is the sun going to shine later on?,Get Weather.
Is it supposed to be hot today?,Get Weather.
how much snow are we supposed to get?,Get Weather.
when will it rain again,Get Weather.
Should I bring a coat?,Get Weather.
is there a chance for hailstorm next week,Get Weather.
are the roads icy?,Get Weather.
Is it going to rain in Atlanta this weekend?,Get Weather.
What is the temperature expected to be next week,Get Weather.
Are we supposed to have a frost tonight?,Get Weather.
What is the chance of rain tomorrow?,Get Weather.
is it raining in Florida?,Get Weather.
What's the weather in San Francisco?,Get Weather.
10 day forecast,Get Weather.
Is it going to frost tonight,Get Weather.
"how does it feel in dallas, tx",Get Weather.
should I pack an umbrella,Get Weather.
what is the weather like on the beaches of Washington?,Get Weather.
What time of the day will be the hottest today?,Get Weather.
current weather in san francisco,Get Weather.
will is be snowing in Chicago this week,Get Weather.
Do I need to bring a jacket with me today?,Get Weather.
is it cooling down this weekend,Get Weather.
Is it supposed to rain today?,Get Weather.
what is the temperature going to be today?,Get Weather.
is there any chances for snow,Get Weather.
give me tonight's forecast,Get Weather.
Will it rain tonight?,Get Weather.
Should I bring an umbrella to work today?,Get Weather.
Do I need to bring my jacket today?,Get Weather.
what is the weather in Nebraska?,Get Weather.
"What is the weather like in Ocean City, Maryland?",Get Weather.
What will the weather be for tomorrow?,Get Weather.
what will be the temperature today at 5pm in atlanta?,Get Weather.
What is the humidity?,Get Weather.
is it going to snow today,Get Weather.
what is the air temperature?,Get Weather.
how hot will it be today,Get Weather.
When is it going to snow this week,Get Weather.
Is there a tropical storm anywhere?,Get Weather.
Will I need a jacket at 4pm?,Get Weather.
How does the weather look for my game in Lancaster today?,Get Weather.
temperature please,Get Weather.
What is the temperature going to be tonight,Get Weather.
Should I bring a sweater,Get Weather.
What is the humidity level?,Get Weather.
will it rain anytime soon,Get Weather.
What is this week's forecast?,Get Weather.
Chance of rain today,Get Weather.
Is there any rain the forecast this week?,Get Weather.
Will there be severe weather today?,Get Weather.
is it going to sleet tonight?,Get Weather.
what is today temperature in raleigh and in jacksonville fl?,Get Weather.
When will the blizzard be over in Denver?,Get Weather.
Will it rain at all today?,Get Weather.
Will it be rainy today?,Get Weather.
Is it cold in Alaska all year round?,Get Weather.
Will it snow soon?,Get Weather.
10 day forecast,Get Weather.
AROUND WHAT TIME WILL IT START RAINING?,Get Weather.
is it going to be sunny today,Get Weather.
Rain today?,Get Weather.
Forecast for today,Get Weather.
Are we getting a tropical storm this week.?,Get Weather.
is it cloudy today?,Get Weather.
is it going to rain all day,Get Weather.
do I need an umbrella,Get Weather.
whats the temperature tomorrow,Get Weather.
when it is supposed to rain?,Get Weather.
Will it be windy all week?,Get Weather.
It is going to rain today?,Get Weather.
What will be the warmest day?,Get Weather.
Next weekends forecast,Get Weather.
what is the temperature outside today,Get Weather.
What's the chance  of rain?,Get Weather.
Should I bring a  scarf?,Get Weather.
is it going to rain this week,Get Weather.
will it storm on my wedding day,Get Weather.
Will it be raining in San Diego during my trip?,Get Weather.
do i need an umbrella?,Get Weather.
Is there a storm warning today?,Get Weather.
What is the weather like today in Austin,Get Weather.
do i need an umbrella,Get Weather.
What is the chance of rain today?,Get Weather.
Is it going to rain tomorrow?,Get Weather.
Is today going to be warm?,Get Weather.
When will the rain stop?,Get Weather.
How hot is it going to be a 4 PM in Helotes,Get Weather.
How much rain will fall today?,Get Weather.
how cold is it in Texas,Get Weather.
when will it snow,Get Weather.
What's the latest news on hurricane track?,Get Weather.
Do I need to carry an umbrella today?,Get Weather.
what is the high temperature,Get Weather.
Will it snow in Arizona this year?,Get Weather.
Is it chilly outside?,Get Weather.
how hot will it be this weekend,Get Weather.
What is the weather in Atlanta today?,Get Weather.
What is the temperature supposed to be like today?,Get Weather.
Is it going to rain?,Get Weather.
what is the weather going to be like at 5 pm?,Get Weather.
How many rainy days are in this weeks forecast?,Get Weather.
what will be the lowest temperature today?,Get Weather.
What is the weather going to be like today?,Get Weather.
What's the low temp in Alpharetta tonight?,Get Weather.
Are there storms in the forecast for North Carolina?,Get Weather.
is it going to snow monday,Get Weather.
Is it supposed to freeze this weekend?,Get Weather.
What is the current weather,Get Weather.
How hot is it right now?,Get Weather.
how hot is it going to be today,Get Weather.
is it going to snow in Boston today,Get Weather.
What is the weather in Edison at 6 am?,Get Weather.
predicted snowfall for the week,Get Weather.
10-day forecast for Lodi,Get Weather.
What the percentage of rain for Wednesday night?,Get Weather.
How much rain are we going to have today,Get Weather.
What is the forecast for New Orleans?,Get Weather.
Any thunderstorms today?,Get Weather.
"What was the high today in Cleveland, OH?",Get Weather.
Is there rain in the forecast for San Francisco next week?,Get Weather.
What will be today's high and low?,Get Weather.
Is it going to be cold today?,Get Weather.
Is there a blizzard predicted for my area?,Get Weather.
how cloudy is it today,Get Weather.
can i get a boating forecast,Get Weather.
will it rain in Houston this week,Get Weather.
is it long or short sleeved weather today,Get Weather.
will it rain at 3 a.m.?,Get Weather.
Is it cold enough to wear a sweater,Get Weather.
what will be the temperature today?,Get Weather.
Is it hailing?,Get Weather.
What will the weather be like on Saturday?,Get Weather.
What is the weather like in Portland right now?,Get Weather.
when does the rain stop,Get Weather.
Will it be hot today?,Get Weather.
Its not sunny outside will it rain?,Get Weather.
is it going to be windy today,Get Weather.
what is the current situation with tropical storms,Get Weather.
What is the temperature in death valley?,Get Weather.
is it humid on wednesday?,Get Weather.
How hot is it going to be today?,Get Weather.
What is the humidity level today,Get Weather.
Will I need an umbrella today,Get Weather.
Do we have a flash flood warning for today?,Get Weather.
will it rain today,Get Weather.
Is it cold in Namibia these days,Get Weather.
What is the temperature in Fairless Hills today?,Get Weather.
Is it supposed to rain all day today?,Get Weather.
is there rain in the forecast?,Get Weather.
Will I see the sun today?,Get Weather.
Should I bring a winter jacket,Get Weather.
Will it snow tomorrow?,Get Weather.
What time is high tide?,Get Weather.
Do I need my rainboots?,Get Weather.
how hot it is in australia,Get Weather.
Do I need a coat?,Get Weather.
What shoes should I wear tomorrow?,Get Weather.
What will the weather be like this weekend?,Get Weather.
what is the weather in Chicago,Get Weather.
How much rain are we getting today,Get Weather.
is it going to rain today,Get Weather.
what is pollen count today,Unsupported Weather.
what is the weather today,Get Weather.
will it freeze tonight,Get Weather.
Do I need sunscreen today?,Get Weather.
Is it going to be cold today?,Get Weather.
Is the weather clearing up?,Get Weather.
How warm is it going to be today?,Get Weather.
What's the weather in Marco Island next week?,Get Weather.
Is a lot more rain expected in New Hampshire?,Get Weather.
how much longer will it rain,Get Weather.
"weather in dayton, oh",Get Weather.
is it hot outside,Get Weather.
is it suppose to rain tomorrow,Get Weather.
Will I need snow boots today?,Get Weather.
Will I need sunscreen today?,Get Weather.
What is the temperature in Phoenix today,Get Weather.
Is there a change of rain today,Get Weather.
Is it going to rain this weekend?,Get Weather.
Do I need a sweater?,Get Weather.
Is it going to be sunny all week?,Get Weather.
Should I bring a jacket tomorrow?,Get Weather.
should I bring an umbrella?,Get Weather.
what is the forecast for this weekend,Get Weather.
Is it cloudy today?,Get Weather.
how likely is it to rain today,Get Weather.
Will it be sunny tomorrow?,Get Weather.
Will it be windy tomorrow?,Get Weather.
Will it be cold tomorrow?,Get Weather.
Are there going to be clouds today?,Get Weather.
Is it going to be sunny tomorrow?,Get Weather.
Do I need to bring an umbrella?,Get Weather.
is it snowing in norway?,Get Weather.
Will sandals be appropriate for today's weather?,Get Weather.
will i need an umbrella today,Get Weather.
is today hotter than yesterday,Get Weather.
Will I need my rain jacket tomorrow?,Get Weather.
Is it windy today?,Get Weather.
What will the temperature be midday today?,Get Weather.
what is the weather for mccandless this evening,Get Weather.
is it cold in dublin?,Get Weather.
Will I need an umbrella?,Get Weather.
Las Vegas weekend weather,Get Weather.
What is the weather in Flagstaff at noon?,Get Weather.
Will it be cloudy tomorrow?,Get Weather.
is it going to rain wednesday,Get Weather.
when will it rain today,Get Weather.
What is the high going to be today?,Get Weather.
How cold is it going to be tonight?,Get Weather.
is there rain in the forecast,Get Weather.
do you have any idea how is the weather in NYC for the weekend?,Get Weather.
Is it windy in Dubai?,Get Weather.
How hot will it be?,Get Weather.
What will the weather be like on my birthday?,Get Weather.
will it snow,Get Weather.
Will it rain into the night?,Get Weather.
will it rain today?,Get Weather.
How cold today?,Get Weather.
"is it snowing in hanover, maryland",Get Weather.
Any hurricanes forming in the Atlantic?,Get Weather.
What's the high temperature of next week?,Get Weather.
When will it get past 80 degrees today?,Get Weather.
Is today a good beach day?,Get Weather.
what's the weather in Lexington Ky today,Get Weather.
What will the weather be like at 5:00 in the morning?,Get Weather.
let me see weather for seven days,Get Weather.
What is the weather like on Wednesday,Get Weather.
Is there a tornado warning?,Get Weather.
Should I take a jacket with me,Get Weather.
How high is the chance of rain today?,Get Weather.
What does the weather look like for Friday?,Get Weather.
What's the weather this week?,Get Weather.
do i need a raincoat today,Get Weather.
Should I bring an umbrella,Get Weather.
Is it going to rain in 2 days,Get Weather.
What time is it going to start raining in Draper today?,Get Weather.
what is the weather going to be for the month of august,Get Weather.
weather in Jamaica today,Get Weather.
Let me know if it's going to rain this week.,Get Weather.
Is there any tornado warnings for Huntington county?,Get Weather.
what is the percentage of precipitation for tomorrow,Get Weather.
What temperature is it outside?,Get Weather.
What's the temperature in South Carolina right now?,Get Weather.
What is the UV index today?,Get Weather.
Is it supposed to rain tomorrow?,Get Weather.
When will it stop raining?,Get Weather.
What's the expected high today,Get Weather.
when is sunset?,Get Sunset.
is their any rain in next week's forecast?,Get Weather.
do i need a jacket today,Get Weather.
will it rain tomorrow,Get Weather.
