,text,label,label_name
62,My card hasn't arrived.,11,Card Arrival.
63,Can I track the card you sent to me?,11,Card Arrival.
64,I haven't gotten my new card.,11,Card Arrival.
65,How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11,Card Arrival.
66,Will I have to wait much longer for my new card to arrive?,11,Card Arrival.
67,how to track the card you sent,11,Card Arrival.
68,2 weeks ago I ordered my new card.  It isn't here.  What should I do?,11,Card Arrival.
69,How can I check on the delivery status of my card?,11,Card Arrival.
70,"My card has not been delivered yet and its been a week since I ordered it, please help",11,Card Arrival.
71,What's the expected wait time to recieve my new card?,11,Card Arrival.
72,How can I see the progress of delivery of the card that was sent?,11,Card Arrival.
73,"My card was supposed to arrive, but hasn't?",11,Card Arrival.
74,I ordered a card and would like to know how to track the delivery progress of it.,11,Card Arrival.
75,How long will it take for me to get my card?,11,Card Arrival.
76,My card hasn't shown up yet.,11,Card Arrival.
77,Does the card you sent have a tracking number?,11,Card Arrival.
78,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,11,Card Arrival.
79,maximum how many days get the courier?,11,Card Arrival.
80,Is there a reason my new card hasn't arrived yet?,11,Card Arrival.
81,"I've been waiting a while for my card, is there a way to know when it will arrive?",11,Card Arrival.
82,How can I track my card's delivery?,11,Card Arrival.
83,Can I track the card that was just sent to me?,11,Card Arrival.
84,"If I ordered my new card last week, how much longer should I wait to receive it?",11,Card Arrival.
85,"What's go on, where is my new card?",11,Card Arrival.
86,Where is my new card if I haven't received it yet?,11,Card Arrival.
87,Where is my card?,11,Card Arrival.
88,Can you tell me why I haven't received my new card yet?,11,Card Arrival.
89,Is there a way to track my card?,11,Card Arrival.
90,Is there a way to track the new card you sent me?,11,Card Arrival.
91,I'm still waiting for my card.,11,Card Arrival.
92,What do I need to do to get my new card which I have requested 2 weeks ago?,11,Card Arrival.
93,WHAT IS THE SOLUTION OF THIS PROBLEM,11,Card Arrival.
94,Could I get tracking on the card?,11,Card Arrival.
95,Can you help me track my card?,11,Card Arrival.
96,Shouldn't my new card be here by now?,11,Card Arrival.
97,Is there a reason my new card hasn't arrived?,11,Card Arrival.
98,"I would like to track a card sent to me, how do I do that?",11,Card Arrival.
99,Is there a tracking number for the card?,11,Card Arrival.
100,can you share card tracking number?,11,Card Arrival.
101,"I have not received my card and it's been a week, what do I do?",11,Card Arrival.
102,Is there a way I can check on the card on route to me?,11,Card Arrival.
103,When will my new card arrive?,11,Card Arrival.
104,Why haven't I received my new card yet?,11,Card Arrival.
105,What is the expected delivery date of my card?,11,Card Arrival.
106,My card hasn't came in the mail yet?,11,Card Arrival.
107,I haven't received my card.,11,Card Arrival.
108,Is it possible for me to track the card is was mailed to me?,11,Card Arrival.
109,When will my new card be delivered?,11,Card Arrival.
110,I was issued a card about a week ago. why hasn't it come in yet?,11,Card Arrival.
111,Can you please tell me where my card is? I ordered it 2 weeks ago!,11,Card Arrival.
112,I still haven't received my card in the mail,11,Card Arrival.
113,I'm still waiting for my card that was issued a week ago. What should I do?,11,Card Arrival.
114,I still haven't gotten my new card.  When will it get here?,11,Card Arrival.
115,Do you have a tracking number for the card I was sent?,11,Card Arrival.
116,How do I track the card you sent to me?,11,Card Arrival.
117,Is my new bank card on the way and is there a way to track it?,11,Card Arrival.
118,Could you send me and up date on the arrival of my card?,11,Card Arrival.
119,How long does it take to recieve my new card?,11,Card Arrival.
120,My card has not come in the mail yet.,11,Card Arrival.
121,What's the card you sent me's tracking number?,11,Card Arrival.
122,i havent got my card,11,Card Arrival.
123,Why hasn't my card arrived yet?,11,Card Arrival.
124,I thought I would have received my new card at this point.,11,Card Arrival.
125,How long until my new card gets here?,11,Card Arrival.
126,How much longer until I get my new card?,11,Card Arrival.
127,Am I able to track a card that has already been sent?,11,Card Arrival.
128,Is it possible to track the card you sent me?,11,Card Arrival.
129,How long will it be to get this new card?,11,Card Arrival.
130,how can i track card you sent,11,Card Arrival.
131,Can the card was sen to me be tracked?,11,Card Arrival.
132,why have i not got my new card?,11,Card Arrival.
133,I need to track the card sent to me.,11,Card Arrival.
134,"It's been two weeks and I haven't gotten my card, what do I do?",11,Card Arrival.
135,I was expecting my new card by now.,11,Card Arrival.
136,Where is the tracking number for the card?,11,Card Arrival.
137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11,Card Arrival.
138,Can I track the card that you sent me in the mail?,11,Card Arrival.
139,Can you tell me if I can track the card you sent me?,11,Card Arrival.
140,Why have I not gotten my new card?,11,Card Arrival.
141,I'm still waiting on my new card to be delivered!,11,Card Arrival.
142,My new card isn't here and it was issued a week ago.,11,Card Arrival.
143,"I was supposed to receive my new card by now, but it hasn't came in.",11,Card Arrival.
144,Is a tracking number available for the card that was just sent?,11,Card Arrival.
145,Why haven't I gotten my new card?,11,Card Arrival.
146,Was there a number to track that I could get?,11,Card Arrival.
147,How much longer is it going to take to get my new card?,11,Card Arrival.
148,I haven't gotten my credit card in the mail.,11,Card Arrival.
149,My card hasn't arrived yet. What do I do?,11,Card Arrival.
150,"My card still hasn't arrived after two weeks, now what?",11,Card Arrival.
151,My card appears to have never arrived?,11,Card Arrival.
152,My card never arrived.,11,Card Arrival.
153,My card has been found. Is there any way for me to put it back into the app?,13,Card Linking.
154,I was able to find my card. How to I go about putting it into my app?,13,Card Linking.
155,how do I get my card to show in the app?,13,Card Linking.
156,I just got my card.  It's not linked yet--how do I do that?,13,Card Linking.
157,"lost card found, want to put it back in app",13,Card Linking.
158,"I just got a card, how can I add it to the app?",13,Card Linking.
159,Is there any way to see my card in the app?,13,Card Linking.
160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,13,Card Linking.
161,I found my card. How can I put it into my app?,13,Card Linking.
162,How do I make my card show up in the app?,13,Card Linking.
163,Can you show me where to link the new card?,13,Card Linking.
164,I found my old card. Can I link it back into the app?,13,Card Linking.
165,"Show me how to link the new card,",13,Card Linking.
166,How do I add an existing card to the app?,13,Card Linking.
167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,13,Card Linking.
168,How do I link one of your card that I already have?,13,Card Linking.
169,If I have a physical card can I link it?,13,Card Linking.
170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,13,Card Linking.
171,Can I add a card that I just found (again) to the app?,13,Card Linking.
172,How can I make my card show up in the app?,13,Card Linking.
173,"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",13,Card Linking.
174,"Okay, I found my card, can I put it back in the app?",13,Card Linking.
175,Can I reactivate a card?,13,Card Linking.
176,I would like to reactivate a card and wondered if that could be done?,13,Card Linking.
177,"I got my card now, how do I make it show up in the app?",13,Card Linking.
178,How do I link an existing card?,13,Card Linking.
179,How do I link a new card in the app?,13,Card Linking.
180,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",13,Card Linking.
181,I already have a card and want to link it,13,Card Linking.
182,Can you please reactivate my card?,13,Card Linking.
183,Where do I go to add a new card?,13,Card Linking.
184,I want my card I just received to show up in the app. How do I do that?,13,Card Linking.
185,"I received my card, how do I get it to show in the app?",13,Card Linking.
186,If I have a credit card with you how I get set up to link to it?,13,Card Linking.
187,How do I add my new card?,13,Card Linking.
188,"I want to reactivate my card, I thought I had lost it but found it again this morning.",13,Card Linking.
189,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",13,Card Linking.
190,My card is no longer lost. How do I enter it back into the app?,13,Card Linking.
191,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",13,Card Linking.
192,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",13,Card Linking.
193,How do I reactivate a card I thought I lost?,13,Card Linking.
194,Help me figure out how to link the new card.,13,Card Linking.
195,I found my lost card. Am I still able to use it?,13,Card Linking.
196,Will I need a new card or can I put my old card back into the app?,13,Card Linking.
197,Is there a way to link the card i just got?,13,Card Linking.
198,How do I add a new card?,13,Card Linking.
199,"I want to reactivate my card, I found it after thinking it was lost.",13,Card Linking.
200,Can I put my old card back in the app?,13,Card Linking.
201,"I got a new card, how do I link it?",13,Card Linking.
202,I found the card I thought I lost this morning. Can I reactivate this card?,13,Card Linking.
203,How do i go about linking a new card?,13,Card Linking.
204,how do i get the card linked,13,Card Linking.
205,"I have one of your cards, but I don't know how to link it.",13,Card Linking.
206,how do I link an old card?,13,Card Linking.
207,I received my card. How do I link it to the app?,13,Card Linking.
208,"Now that I have my card, how do I connect it to the app?",13,Card Linking.
209,How do I add the card I just received to show up in the app?,13,Card Linking.
210,"I want to reactivate my card, I thought I had lost it but I found it.",13,Card Linking.
211,What do I need to do to link my new card for my account?,13,Card Linking.
212,Can I add a card to back into the app?,13,Card Linking.
213,I want to link my new card. Can you help?,13,Card Linking.
214,What is the process to link the new card?,13,Card Linking.
215,"I found my card, am I able to put it back into the app?",13,Card Linking.
216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",13,Card Linking.
217,Where can I link a new card?,13,Card Linking.
218,How do I add a card on to the app?,13,Card Linking.
219,"I found my card in my jacket this morning, so can I reactivate it?",13,Card Linking.
220,"I've obtained the card, how do I enable it on the app?",13,Card Linking.
221,I need to find the card I received in the app.,13,Card Linking.
222,How do I get my card on the app?,13,Card Linking.
223,"In the app, how can I make it show the new card that arrived?",13,Card Linking.
224,How do I link my new card?,13,Card Linking.
225,Can I activate a card in the app?,13,Card Linking.
226,"I want to link to my card card with you, how?",13,Card Linking.
227,I would like to link my card to my account.,13,Card Linking.
228,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",13,Card Linking.
229,How can I link the new card?,13,Card Linking.
230,I got a new card and can't find where to link it.,13,Card Linking.
231,"Hey, I have my card, how do I get it to show in the app?",13,Card Linking.
232,Where in the app do I go to make my new card show up?,13,Card Linking.
233,Where do I scan my card?,13,Card Linking.
234,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,13,Card Linking.
235,Can I link my card I previously received?,13,Card Linking.
236,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",13,Card Linking.
237,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",13,Card Linking.
238,You sent me a card and now I want to link it.,13,Card Linking.
239,How do I add my new card to the app?,13,Card Linking.
240,Can I add a card back to the app?,13,Card Linking.
241,What if I want to add a card I already have to the app?,13,Card Linking.
242,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",13,Card Linking.
243,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",13,Card Linking.
244,Is there a way to link cards if I have one of yours?,13,Card Linking.
245,If my card was lost or stolen can I re-link it?,13,Card Linking.
246,How do I link a new card to an existing one?,13,Card Linking.
247,How do I link a new payment card?,13,Card Linking.
248,I would like to reactivate my card that I previously reported lost. I located the card this morning.,13,Card Linking.
249,"Card has been received, how will it show up on the app?",13,Card Linking.
250,Can I re-link a lost card with the app?,13,Card Linking.
251,What do I do to link my new card?,13,Card Linking.
252,Is it possible to link a new card?,13,Card Linking.
253,I deactivated my card but would like to reactivate it.,13,Card Linking.
254,"I found my card that I thought I had lost, I need to reactive it, please help.",13,Card Linking.
255,can I link a card of yours I already have?,13,Card Linking.
256,Can I put my found card back into the app on my phone?,13,Card Linking.
257,"My card arrived but I need to make it work in the app, how do I do that?",13,Card Linking.
258,"I found the card that I thought I lost, and I would like to reactivate it.",13,Card Linking.
259,I found my card again. Can I put it back into the app?,13,Card Linking.
260,I need some help linking my new card.,13,Card Linking.
261,help me link my card,13,Card Linking.
262,How do I link my card in the app.,13,Card Linking.
263,How do I get my card into the app?,13,Card Linking.
264,I found my card! Can I link it back into the app?,13,Card Linking.
265,How do I reactivate my card?,13,Card Linking.
266,Where do I go to get my new card linked?,13,Card Linking.
267,"I thought I lost my card but I found it today, so I would like to reactivate it.",13,Card Linking.
268,How do I link the new card that I just got from you guys?,13,Card Linking.
269,How can I add a new card?,13,Card Linking.
270,Can you tell me how to get my card on the app?,13,Card Linking.
271,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13,Card Linking.
272,How do I make my card appear on the app?,13,Card Linking.
273,How do I link the new card?,13,Card Linking.
274,Where in the app do I link a new card?,13,Card Linking.
275,How do I add my card to the app once I get it?,13,Card Linking.
276,Can I link your physical card,13,Card Linking.
277,How do I activate and link my new card?,13,Card Linking.
278,"I got a card, how do I get it in the app?",13,Card Linking.
279,I received my new card.  Where is it in the app?,13,Card Linking.
280,"I found my card, how can I use it again?",13,Card Linking.
281,"I just received a new card, where do I go to link it to my account?",13,Card Linking.
282,"found card, how to put it back in app",13,Card Linking.
283,How do I see my card in the app?,13,Card Linking.
284,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",13,Card Linking.
285,I don't see my card anywhere in the app.,13,Card Linking.
286,"I received my card, how do I get it to work in the app?",13,Card Linking.
287,What do I do if I already had a card with you guys?,13,Card Linking.
288,if i found a lost card can i put it back in app,13,Card Linking.
289,I have a card that was deactivated can I reactivate it?,13,Card Linking.
290,"My new card isn't in my app, how do I get it in there?",13,Card Linking.
291,Help me access the card I already got so I can information from it.,13,Card Linking.
292,What is my money worth in other countries?,32,Exchange Rate.
293,Will my money be of equal value when I travel abroad?,32,Exchange Rate.
294,Do you know the rate of exchange?,32,Exchange Rate.
295,What foreign exchange rate will I get on weekdays and on the weekends?,32,Exchange Rate.
296,What is the exchange looking like?,32,Exchange Rate.
297,How is the exchange rate doing?,32,Exchange Rate.
298,I would like to know how exchange rates are calculated when transferring funds.,32,Exchange Rate.
299,I would like to know what exchange rates you use?,32,Exchange Rate.
300,"If I need to cash foreign transfers, how does that work?",32,Exchange Rate.
301,Do you know what your exchange rates are?,32,Exchange Rate.
302,How do I know what exchange rate I will get?,32,Exchange Rate.
303,What are you exchange rates?,32,Exchange Rate.
304,Do you have the best exchange rate?,32,Exchange Rate.
305,Where can I find your exchange rates?,32,Exchange Rate.
306,Your exchange rates come from where?,32,Exchange Rate.
307,I need to know what your exchange rates are.,32,Exchange Rate.
308,What's the process for exchanges?,32,Exchange Rate.
309,What do you think of the exchange rate?,32,Exchange Rate.
310,How are exchange rates calculated at this bank?,32,Exchange Rate.
311,What do you use to figure out the exchange rate for the card?,32,Exchange Rate.
312,What's the foreign exchange rate I will receive?,32,Exchange Rate.
313,I need to know what foreign exchange rate I can get.,32,Exchange Rate.
314,What are the current exchange rates?,32,Exchange Rate.
315,What exchange rate will I receive?,32,Exchange Rate.
316,What is the basis of your exchange rates?,32,Exchange Rate.
317,How's the exchange rate?,32,Exchange Rate.
318,How do you determine your exchange rates?,32,Exchange Rate.
319,How do the foreign exchange rates work?,32,Exchange Rate.
320,Where are you getting your exchange rates from?,32,Exchange Rate.
321,How is the exchange rate calculated?,32,Exchange Rate.
322,I'm interested in what your exchange rates are based on.,32,Exchange Rate.
323,How do you decide what the exchange rates are?,32,Exchange Rate.
324,What is the current exchange rate?,32,Exchange Rate.
325,What is the formula for your exchange rate?,32,Exchange Rate.
326,What method do you use for the exchange rate?,32,Exchange Rate.
327,What are Interbanks current exchange rates?,32,Exchange Rate.
328,from where are coming your exchange rates?,32,Exchange Rate.
329,How do you calculate exchange rates?,32,Exchange Rate.
330,Why is your exchange rate different on different days?,32,Exchange Rate.
331,Where can I find the exchange rate for my transfer?,32,Exchange Rate.
332,Where can I get your exchange rates from?,32,Exchange Rate.
333,How do you find the exchange rate?,32,Exchange Rate.
334,How are exchange rates determined?,32,Exchange Rate.
335,What value can I get for my currency?,32,Exchange Rate.
336,Please explain your exchange rate policy.,32,Exchange Rate.
337,What are your exchange rates calculated from?,32,Exchange Rate.
338,What is an exchange rate?,32,Exchange Rate.
339,What is your opinion on the exchange rate?,32,Exchange Rate.
340,What are the exchange rates you assign?,32,Exchange Rate.
341,How do you determine exchange rates?,32,Exchange Rate.
342,How are your exchange rates calculated?,32,Exchange Rate.
343,How is an exchange rate calculated?,32,Exchange Rate.
344,"When exchanging, how much are the rates?",32,Exchange Rate.
345,What is the exchange rate for EUR?,32,Exchange Rate.
346,How can I find your exchange rates?,32,Exchange Rate.
347,Could you please tell me your exchange rates?,32,Exchange Rate.
348,Is there an exchange rate?,32,Exchange Rate.
349,How does the exchange rate work?,32,Exchange Rate.
350,What is the present state of the exchange rate?,32,Exchange Rate.
351,How are foreign exchange rates determined?,32,Exchange Rate.
352,How's the exchange rate looking right now?,32,Exchange Rate.
353,Please explain the exchange rates.,32,Exchange Rate.
354,What is the foreign exchange rate you will apply?,32,Exchange Rate.
355,explain the interbank exchange rate,32,Exchange Rate.
356,What will my exchange rate be?,32,Exchange Rate.
357,how do you get exchange rates,32,Exchange Rate.
358,What exchange rates do you use?,32,Exchange Rate.
359,How will I know what the exchange rate is?,32,Exchange Rate.
360,What factors effect the exchange rate?,32,Exchange Rate.
361,Where does the exchange rate stand right now?,32,Exchange Rate.
362,I'd like to know what the foreign exchange rate will be.,32,Exchange Rate.
363,Does the exchange rate change?,32,Exchange Rate.
364,How do your exchange rates factor in?,32,Exchange Rate.
365,Will I know which exchange rate I will get?,32,Exchange Rate.
366,How do I know what the exchange rate will be when I make an exchange.,32,Exchange Rate.
367,Is the exchange rate the same on weekends as the weekdays?,32,Exchange Rate.
368,How do you do exchanges?,32,Exchange Rate.
369,On what do you base your exchange rates?,32,Exchange Rate.
370,How do you come up with your exchange rate,32,Exchange Rate.
371,What factors determine your exchange rate?,32,Exchange Rate.
372,How are the exchange rates determined?,32,Exchange Rate.
373,I would like to know what your exchange rates are.,32,Exchange Rate.
374,Is the exchange rate current?,32,Exchange Rate.
375,What are the exchange rates?,32,Exchange Rate.
376,How much are the rates of exchange?,32,Exchange Rate.
377,How do you decide what your exchange rates are?,32,Exchange Rate.
378,Your exchange rates are coming from where?,32,Exchange Rate.
379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,32,Exchange Rate.
380,How are the exchange rates for transfers calculated?,32,Exchange Rate.
381,How do I know how much money I will have when I travel abroad?,32,Exchange Rate.
382,How do you do currency exchanges?,32,Exchange Rate.
383,Can you explain your exchange rates basis?,32,Exchange Rate.
384,How did you guys get your exchange rate?,32,Exchange Rate.
385,Can you tell me your exchange rates?,32,Exchange Rate.
386,Could you tell me what your exchange rates are?,32,Exchange Rate.
387,Does this app have the same exchange rate as third parties?,32,Exchange Rate.
388,what are your exchange rates at?,32,Exchange Rate.
389,How is the current exchange rate?,32,Exchange Rate.
390,What is the system for determining the exchange rate?,32,Exchange Rate.
391,I am travelling and I was wondering what your exchange rates are,32,Exchange Rate.
392,How can I tell what foreign exchange rate I will get?,32,Exchange Rate.
393,Tell me your opinion on the exchange rate.,32,Exchange Rate.
394,I'd like to know what you guys look at to decide an exchange rate,32,Exchange Rate.
395,How does the exchange rate work on this app?,32,Exchange Rate.
396,where do you find your exchange rates?,32,Exchange Rate.
397,I want to know your exchange rates.,32,Exchange Rate.
398,What exchange rate is it?,32,Exchange Rate.
399,What is the source of your exchange rates?,32,Exchange Rate.
400,i need to know about exchange rates,32,Exchange Rate.
401,Where do you get those exchange rates?,32,Exchange Rate.
402,How do you determine the exchange rate?,32,Exchange Rate.
403,What foreign exchange rate will I get?,32,Exchange Rate.
404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",17,Card Payment Wrong Exchange Rate.
405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",17,Card Payment Wrong Exchange Rate.
406,I think the currency exchange that's been applied is wrong.,17,Card Payment Wrong Exchange Rate.
407,The exchange rate I was charged for a purchase was not right.,17,Card Payment Wrong Exchange Rate.
408,Can you please explain why the exchange rate for the item I bought is wrong?,17,Card Payment Wrong Exchange Rate.
409,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,17,Card Payment Wrong Exchange Rate.
410,My payment has an incorrect exchange rate.,17,Card Payment Wrong Exchange Rate.
411,my exchange rate looks wrong for my last payment,17,Card Payment Wrong Exchange Rate.
412,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,17,Card Payment Wrong Exchange Rate.
413,I was charged the wing amount for an item.,17,Card Payment Wrong Exchange Rate.
414,the exchange rate on my payment was wrong,17,Card Payment Wrong Exchange Rate.
415,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,17,Card Payment Wrong Exchange Rate.
416,An incorrect exchange rate was applied to an item I bought.,17,Card Payment Wrong Exchange Rate.
417,The exchange rate was incorrect for an item I bought.,17,Card Payment Wrong Exchange Rate.
418,The exchange rate on my payment doesn't look right,17,Card Payment Wrong Exchange Rate.
419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",17,Card Payment Wrong Exchange Rate.
420,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,17,Card Payment Wrong Exchange Rate.
421,After purchasing an item I noticed the exchange rate was incorrect.,17,Card Payment Wrong Exchange Rate.
422,The amount of exchange was not correct for the item i bought.,17,Card Payment Wrong Exchange Rate.
423,The exchange rate from my card payment isn't right.,17,Card Payment Wrong Exchange Rate.
424,My exchange rate isn't correct.,17,Card Payment Wrong Exchange Rate.
425,Why was the exchange rate so wrong when I bought something!,17,Card Payment Wrong Exchange Rate.
426,My exchange rate was wrong for an Item I bought!,17,Card Payment Wrong Exchange Rate.
427,I was using a foreign currecy to make a payment and the applied the wrong rate.,17,Card Payment Wrong Exchange Rate.
428,The exchange rate was incorrect for this item I bought.,17,Card Payment Wrong Exchange Rate.
429,I purchased something overseas and the incorrect exchange rate was applied.,17,Card Payment Wrong Exchange Rate.
430,The exchange rate is incorrect for my payment.,17,Card Payment Wrong Exchange Rate.
431,The item i bought exchanged rate was incorrect.,17,Card Payment Wrong Exchange Rate.
432,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,17,Card Payment Wrong Exchange Rate.
433,I bought something in another country but the exchange rate is wrong,17,Card Payment Wrong Exchange Rate.
434,I bought an item and the exchange rate was wrong.,17,Card Payment Wrong Exchange Rate.
435,Exchange rate for my card payment is wrong,17,Card Payment Wrong Exchange Rate.
436,the exchange rate at which my card payment is at is wrong,17,Card Payment Wrong Exchange Rate.
437,There was a problem with the exchange rate on a purchase.,17,Card Payment Wrong Exchange Rate.
438,"I recently purchased something, and the exchange rate was wrong.",17,Card Payment Wrong Exchange Rate.
439,What if there is an error on the exchange rate?,17,Card Payment Wrong Exchange Rate.
440,Why is my exchange rate wrong?,17,Card Payment Wrong Exchange Rate.
441,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,17,Card Payment Wrong Exchange Rate.
442,I used foreign currency to buy something and I think the rate applied is incorrect.,17,Card Payment Wrong Exchange Rate.
443,This exchange rate on my purchase is wrong.,17,Card Payment Wrong Exchange Rate.
444,Why is your exchange rate so bad?,17,Card Payment Wrong Exchange Rate.
445,The exchange rate looks wrong on a holiday purchase,17,Card Payment Wrong Exchange Rate.
446,"I purchased something abroad, and the exchange rate that was applied was wrong.",17,Card Payment Wrong Exchange Rate.
447,I bought something and I take issue with the exchange rate applied.,17,Card Payment Wrong Exchange Rate.
448,I think there has been a mistake on my exchange rate for this purchase.,17,Card Payment Wrong Exchange Rate.
449,You did not give me the correct exchange rate for an item that I bought.,17,Card Payment Wrong Exchange Rate.
450,I checked on google and the exchange rate you are using is really bad. Can you update it?,17,Card Payment Wrong Exchange Rate.
451,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",17,Card Payment Wrong Exchange Rate.
452,"In regards to my card payment, the exchange rate is incorrect.",17,Card Payment Wrong Exchange Rate.
453,I bough an item and the exchange rate was incorrect.,17,Card Payment Wrong Exchange Rate.
454,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,17,Card Payment Wrong Exchange Rate.
455,I question today's exchange rate for rubles into pounds. I was hoping for a better return.,17,Card Payment Wrong Exchange Rate.
456,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,17,Card Payment Wrong Exchange Rate.
457,My currency rate is inaccurate.,17,Card Payment Wrong Exchange Rate.
458,The currency exchange rate was wrong for a purchase I made.,17,Card Payment Wrong Exchange Rate.
459,I purchased something abroad and the incorrect exchange rate was applied.,17,Card Payment Wrong Exchange Rate.
460,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,17,Card Payment Wrong Exchange Rate.
