text,intent
i 'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what 's available,Flight.
also show me flights from san francisco to pittsburgh on tuesday,Flight.
show flights from dallas to oakland,Flight.
give me the cheapest flight from charlotte to long beach,Flight.
show me all flights from san francisco to pittsburgh,Flight.
find me a flight on united from boston to san francisco with a stopover in denver,Flight.
show me the last flight from love field,Flight.
what flights go from newark to boston after 5 pm,Flight.
what are all the flights from boston to dallas,Flight.
what is the earliest flight departing san francisco and arriving in boston on november ninth,Flight.
what is the earliest flight flying from pittsburgh to atlanta on july fifth,Flight.
please list available flights for next saturday from philadelphia to dallas,Flight.
what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,Flight.
what is the transportation time from the airport to boston,Ground Service.
which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth,Airline.
what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two,Flight.
what are the classes of service for american airlines,Flight.
i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,Flight.
all flights from boston to washington dc on november tenth,Flight.
what are the flights from denver to san francisco,Flight.
on the 8 am flight from san francisco to atlanta what type of aircraft is used,Aircraft.
which flight is a one way fare at 329 dollars from denver to pittsburgh,Flight.
what flights leave baltimore for boston after 6 o'clock on friday,Flight.
okay i need to get a flight from houston to seattle,Flight.
please list flights between denver and boston,Flight.
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,Flight.
i would like some information on flights leaving boston to atlanta,Flight.
show me the latest nonstop flight from denver to washington dc,Flight.
what are the flights from dallas to baltimore,Flight.
i would like a nonstop flight from new york to las vegas on march second,Flight.
no i want to go from denver to oakland,Flight.
show me all the night fares between philadelphia and san francisco,Airfare.
what kinds of ground transportation is available in dallas fort worth,Ground Service.
can you show me economy class one way fares for flights from oakland to dallas on december sixteenth,Airfare.
what is fare code qw,Abbreviation.
i 'd like a flight on july ninth from orlando to kansas city in the afternoon,Flight.
what are the coach fares from charlotte to la wednesday night,Airfare.
is there ground transportation available in denver,Ground Service.
show me flights from philadelphia to oakland on friday,Flight.
i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning,Flight.
i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning,Flight.
list the flight from philadelphia to san francisco on american airlines,Flight.
flights from memphis to las vegas on sunday,Flight.
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,Flight.
what is the first class fare on united flight 352 from denver to boston,Airfare.
flight from philadelphia to dallas arriving before 4 pm on saturday,Flight.
list flights tomorrow from san diego to phoenix,Flight.
show me all flights from san francisco to washington dc area,Flight.
sure i want to go from philadelphia to dallas,Flight.
show me all the united airlines flights leaving dallas,Flight.
can you list all the flights between phoenix and las vegas,Flight.
list all flights from baltimore to philadelphia,Flight.
round trip flights from minneapolis to san diego coach economy fare,Flight.
i want to fly from boston to denver and i don 't want any stopovers and i 'd like to fly only during the afternoon,Flight.
flights from denver to baltimore between 10 am and 2 pm,Flight.
show me the flights from denver to atlanta,Flight.
what flights are there on delta from boston to dallas,Flight.
what kind of ground transportation can you offer me in seattle,Ground Service.
leaving washington going to san francisco the latest flight,Flight.
show me the flights available from atlanta to baltimore leaving atlanta in the morning,Flight.
round trip fares new york to san jose,Airfare.
which flights are serviced by american airlines,Flight.
how do i get from pittsburgh airport to downtown pittsburgh,Flight.
does midwest express serve charlotte,Flight.
what flights from houston to milwaukee on friday in the evening on american airlines,Flight.
what is the earliest flight going from san francisco to dallas on monday august nineteenth,Flight.
what flights from atlanta to st. louis on tuesday arriving around 230 pm,Flight.
i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,Flight.
i would like information on any flights from pittsburgh to san francisco leaving thursday evening,Flight.
i need a cheap flight from baltimore to san francisco,Flight.
what is the cost of a first class ticket from baltimore to dallas,Airfare.
what is the economy thrift fare from boston to washington,Airfare.
list the nonstop flights early tuesday morning from dallas to atlanta,Flight.
what is the earliest flight you have that leaves philadelphia to dallas,Flight.
are there any flights from dallas fort worth to boston leaving before 10 am,Flight.
show me all the flights to baltimore after 6 o'clock pm,Flight.
i need a return flight from philadelphia to boston,Flight.
united airlines flights stopping in denver before noon,Flight.
show me the car rentals in baltimore,Ground Service.
what flights go from newark to boston after 1024 in the morning,Flight.
shortest evening flight from tampa to cincinnati,Flight.
how much time does it take to go between the airport and downtown by ground transportation in dallas,Ground Service.
flights from boston to pittsburgh,Flight.
i 'd like to fly continental airlines between boston and philadelphia,Flight.
i would like to book a flight on continental airlines from chicago to seattle on june first,Flight.
all flights from pittsburgh to dallas round trip after 12 pm less than 100,Flight.
show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon,Flight.
from las vegas to phoenix,Flight.
show me flights from pittsburgh to atlanta on monday afternoon,Flight.
show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,Flight.
show all flights from boston to denver on july thirty first,Flight.
are there any flights before 12 noon on june fifteenth from long beach to columbus,Flight.
list daily flights from boston to atlanta,Flight.
on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,Flight.
on united airlines give me the flight times from boston to dallas,Flight Time.
ground transportation minneapolis,Ground Service.
show me airline abbreviations,Airline.
how many flights does delta have with a class of service code f,Quantity.
please list all the arriving and departing flights from general mitchell international,Flight.
i would like to see the flights from denver to philadelphia please,Flight.
does eastern airlines fly early in the morning between logan and bwi,Flight.
what flights leave phoenix on american airlines,Flight.
can you list all the airlines that have flights from boston to san francisco,Airline.
flights from nashville to orlando daily,Flight.
show me first class flights from pittsburgh to san francisco on friday,Flight.
i need the earliest flight from denver to boston that serves dinner,Flight.
from toronto to atlanta in the afternoon,Flight.
please list the friday afternoon flights from san jose to dallas on american airlines,Flight.
is there ground transportation in boston from the airport,Ground Service.
show first flight from pittsburgh to atlanta on wednesday,Flight.
i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,Flight.
show me all flights from san francisco to la guardia nonstop,Flight.
what flights are there from pittsburgh to los angeles,Flight.
what kind of ground transportation is there in washington dc,Ground Service.
what is the least expensive flight available from dallas fort worth to san francisco,Flight.
what does the fare code f mean,Abbreviation.
what 's the most expensive way i can fly to washington,Flight.
what flights from houston to milwaukee on friday on american airlines,Flight.
what is the schedule of ground transportation from the airport in philadelphia into downtown,Ground Service.
show me a list of flights from san francisco to boston for august thirtieth,Flight.
show me the least expensive flight from miami to cleveland on sunday after noon,Flight.
how much does it cost to go from downtown to logan airport,Airfare.
what flights are there from newark to tampa,Flight.
i want a flight from philadelphia to dallas that at least has one stop,Flight.
show flights from denver to oakland arriving between 12 and 1 o'clock,Flight.
what is the fare from san francisco to dallas fort worth on delta flight 852,Airfare.
flights from newark new jersey to cleveland ohio,Flight.
give me flights from denver to baltimore,Flight.
show the flights from denver to san francisco,Flight.
show me flights denver to washington dc on thursday,Flight.
please list the thursday morning flights from st. louis to st. paul,Flight.
what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,Flight.
what are the flights from boston to atlanta,Flight.
what flights from baltimore to san francisco arrive before 8 pm in san francisco,Flight.
show me the flights from pittsburgh to san francisco for thursday night or friday,Flight.
get me a first class flight on american to san francisco on tuesday next week,Flight.
ground transportation in westchester county,Ground Service.
what flights are there from atlanta to baltimore,Flight.
i 'd like to fly from dallas to san francisco at approximately 615 pm,Flight.
list the fares of us air flights from boston to philadelphia,Airfare.
list flights from phoenix to detroit on thursday june twenty fourth,Flight.
what flights from miami to indianapolis on sunday,Flight.
now show me the flights from memphis to cleveland,Flight.
can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,Flight.
could you find me a flight from boston to san francisco that stops in denver,Flight.
flights from cleveland to miami,Flight.
give me the flights from pittsburgh to los angeles thursday evening,Flight.
please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday,Flight.
show me flights from seattle to san francisco that leave after 5 pm,Flight.
show me the flights that go from tacoma to miami,Flight.
which airline can fly me from atlanta to denver to san francisco,Airline.
are there any flights from denver to pittsburgh with stops in atlanta,Flight.
list all the flights that arrive at general mitchell international,Flight.
what is fare code h,Abbreviation.
what flights from salt lake city to new york city arrive next saturday before 6 pm,Flight.
flights from nashville to seattle,Flight.
show me fares from seattle to minneapolis,Airfare.
i need a flight from boston to san francisco via dallas fort worth,Flight.
i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime,Flight.
show me the most expensive one way flight from detroit to westchester county,Flight.
show me the flights from baltimore to philadelphia,Flight.
from denver to washington dc on monday november eleventh 1991,Flight.
please list all the flights from boston to denver which serve meals,Flight.
list aircraft types that fly between boston and san francisco,Aircraft.
what does fare code qw mean,Abbreviation.
i 'm interested in a flight on american airlines from dallas to washington,Flight.
give me flights from pittsburgh to baltimore,Flight.
how much is a round trip fare from indianapolis to seattle,Airfare.
what is the cheapest flight from long beach to memphis,Flight.
which airline provides business class flights,Airline.
pittsburgh to denver,Flight.
which airlines fly between boston and pittsburgh,Airline.
list the flights arriving in atlanta from baltimore before noon on august fourth,Flight.
give me the flights for american airline from philadelphia to dallas,Flight.
i need a flight this sunday from miami to las vegas and i would prefer a morning flight,Flight.
flights from boston to pittsburgh,Flight.
which flights go from pittsburgh to atlanta in the evening,Flight.
show me the fares from dallas to san francisco,Airfare.
give me american airlines flights from milwaukee to phoenix on saturday and on sunday,Flight.
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,Flight.
show me the flights from baltimore to oakland,Flight.
show me the earliest flight from denver to las vegas,Flight.
show me flights from milwaukee to orlando on wednesday night,Flight.
may i have a listing of flights from milwaukee to tacoma washington departing in the evening,Flight.
what morning flights do you have between oakland and denver,Flight.
i 'd like a flight from washington that stops in denver and goes on to san francisco,Flight.
show me all flights from pittsburgh to baltimore tomorrow,Flight.
all one way flights between boston and philadelphia,Flight.
what flights go to san francisco from boston,Flight.
what flights are there from san francisco to philadelphia daily with economy class,Flight.
first flights from pittsburgh to atlanta on a thursday,Flight.
show me the flights from baltimore to atlanta,Flight.
tell me about flights from toronto to salt lake city leaving after 530 pm,Flight.
show me the flights from indianapolis to orlando with round trip fares less than 1288,Flight.
i need a flight from boston to pittsburgh that leaves early in the morning,Flight.
what is the first flight from atlanta to baltimore that serves lunch,Flight.
show me the flights from pittsburgh to baltimore,Flight.
all flights from denver to philadelphia,Flight.
oakland to philadelphia saturday,Flight.
give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,Flight.
show me flights on monday from philadelphia to boston after 7 am,Flight.
show me all the flights leaving baltimore,Flight.
show me the flights from philadelphia to boston,Flight.
is there a plane from boston to washington,Aircraft.
i need to go from boston to atlanta and back in the same day find me the earliest flight from boston,Flight.
what are flights between boston and pittsburgh on august tenth,Flight.
what are the schedule of flights from boston to san francisco for august first,Flight Time.
show me one way flights from milwaukee to orlando wednesday,Flight.
show me all flights from pittsburgh to baltimore tomorrow which serve a meal,Flight.
give me flights on american airlines from milwaukee to phoenix,Flight.
show all flights from pittsburgh to san francisco,Flight.
i wish to fly from boston to washington please find an airline for me,Flight.
please list the flights from dallas fort worth to dc baltimore on july twenty third,Flight.
which flights from memphis to tacoma also stop in los angeles,Flight.
show me the flights on tuesday morning from charlotte to baltimore,Flight.
i need 2 first class tickets from dallas fort worth to san francisco,Airfare.
are there any flights from philadelphia to dallas which stop in atlanta,Flight.
flights to baltimore,Flight.
what does mco stand for,Abbreviation.
what is the least expensive way to fly from philadelphia to san francisco,Flight.
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday,Flight.
how many booking classes are there,Quantity.
flight numbers from columbus to minneapolis tomorrow,Flight No.
give me the continental flights from chicago to seattle on friday,Flight.
what are the united airlines flights between baltimore and denver on august twelfth,Flight.
show me the flights next tuesday between philadelphia and san francisco,Flight.
find a flight on american airlines from boston to san francisco that makes a stopover in denver,Flight.
show me the fares on all flights round trip from pittsburgh to oakland,Airfare.
what 's the difference between fare code q and fare code f,Abbreviation.
flights from cincinnati to salt lake city,Flight.
ground transportation denver,Ground Service.
show me flights from denver to washington dc on wednesdays,Flight.
find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,Flight.
show me all flights from atlanta to washington with prices,Flight.
flights between new york and miami,Flight.
please list the monday morning flights from kansas city to atlanta,Flight.
list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,Flight.
what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,Airfare.
i 'd like to go from boston to denver at 9 o'clock saturday night,Flight.
show me the northwest flights from detroit to st. petersburg,Flight.
what is the available ground transportation between the airport in denver and downtown,Ground Service.
on may four atlanta to denver delta flight 257,Flight.
show me all flights from indianapolis,Flight.
which airlines have flights between philadelphia and pittsburgh,Airline.
which are the flights from denver to baltimore or washington dc,Flight.
list the number of flights leaving boston for dallas fort worth before 9 am in the morning,Quantity.
are there delta flights leaving atlanta,Flight.
can you list all round trip flights from orlando to kansas city and then to minneapolis,Flight.
i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you,Flight.
i would like a flight from washington to boston leaving at 230 on august twentieth,Flight.
how much is a flight from washington to boston,Airfare.
show me all flights from orlando to san diego on a boeing 737,Flight.
what flights are there on sunday from seattle to minneapolis,Flight.
where is mco,City.
show me all flights from pittsburgh to atlanta,Flight.
which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,Flight.
list daily flights of united airline from denver to baltimore with first class service,Flight.
show me flights from pittsburgh to atlanta on monday morning,Flight.
all flights phoenix to sfo,Flight.
i want to travel from washington dc to philadelphia on tuesday morning,Flight.
what is the fare going from atlanta to boston one way on november seventh,Airfare.
is there a flight on american airlines from boston to denver,Flight.
what flights are available from san francisco to pittsburgh on thursday evening,Flight.
do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas,Flight.
show the flights from pittsburgh to san francisco again on monday,Flight.
show me a list of flights on american airlines from boston to dc on july twenty second,Flight.
now i 'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,Flight.
what economy flights are available from dallas to baltimore on december seventeenth,Flight.
please show me flights from san francisco to dallas,Flight.
please show me all the flights from indianapolis to san diego tomorrow,Flight.
what does flight code us mean,Flight.
i would like a flight from denver to pittsburgh,Flight.
what is the flight schedule of the f28 from pittsburgh to baltimore,Flight Time.
looking for a flight from dc to minnesota,Flight.
how many us air flights leave from washington,Quantity.
show me times for flights from san francisco to atlanta,Flight Time.
what flights are there on wednesday evening or thursday morning from denver to sfo,Flight.
how many flights go from dallas to baltimore on july nineteenth,Quantity.
could you show me all the flights from oakland to salt lake city,Flight.
find me a flight from boston to san francisco with layover in denver on united,Flight.
what flights are available between boston and washington arriving in washington at 630,Flight.
show me the airlines between toronto and denver,Airline.
what flights do you have between pittsburgh and atlanta,Flight.
show me the flights from denver to westchester county,Flight.
i need information for a flight from denver to atlanta,Flight.
what is the cheapest flight from boston to atlanta,Flight.
what is the cheapest flight from atlanta to pittsburgh one way,Flight.
show me all overnight flights from washington dc to san francisco and list their fares,Flight.
round trip flights between new york and miami,Flight.
show me the one way flight from detroit to westchester county with the highest fare,Flight.
what flights are there from newark to chicago on continental,Flight.
i 'm trying to make a connection between denver and san francisco does delta airline fly between those two,Flight.
what is the latest us air flight leaving philadelphia and returning to boston,Flight.
what flights does us air have from san francisco to pittsburgh on tuesday,Flight.
can i fly from boston to baltimore washington,Flight.
what is mco,Abbreviation.
flights from las vegas to phoenix,Flight.
i would like to leave around 7 o'clock in the morning,Flight.
show me fares from baltimore to philadelphia,Airfare.
flights from memphis to seattle,Flight.
please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,Flight.
flights from atlanta august second,Flight.
does american airlines fly from atlanta to philadelphia,Flight.
yes i 'd like a flight from long beach to st. louis by way of dallas,Flight.
i 'd like to know if you have any flights from denver to philadelphia,Flight.
what are the cheapest one way flights from atlanta to denver,Flight.
what is the first flight after 12 noon from washington for denver,Flight.
how many delta flights leave from washington,Quantity.
now list for me only the united flights that flight from oakland to boston,Flight.
from philadelphia to toronto,Flight.
i am interested in a flight on american airlines from dallas to washington,Flight.
what airplane types fly from pittsburgh to baltimore,Aircraft.
what is the yn code,Abbreviation.
i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,Flight.
how many seats in a 100,Capacity.
may i have a listing of flights from long beach to columbus ohio on tuesday,Flight.
what flights leave from phoenix to nashville on american airlines,Flight.
show me all round trips from new york to miami leaving on tuesday,Flight.
list all nonstop flights on sunday from tampa to charlotte,Flight.
list all flights from burbank to denver,Flight.
what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,Airfare.
i 'd like to see flights from baltimore to atlanta,Flight.
please show me the flights from las vegas to detroit on the twenty eighth,Flight.
what is ord,Abbreviation.
what type of ground transportation is available between the airport and downtown san francisco,Ground Service.
is the american flight 813 from boston to oakland a nonstop flight,Flight.
give me the flights from washington dc to philadelphia for december second,Flight.
show all connecting flights from pittsburgh to oakland,Flight.
list daily flights from boston to oakland using twa,Flight.
i would like the least expensive airfare flight on sunday to pittsburgh from san francisco,Airfare.
i need a flight from san diego to indianapolis leaving in the afternoon on tuesday,Flight.
can you give me the evening flight on wednesday from washington to atlanta again,Flight.
i would like to book a flight from los angeles to pittsburgh on june first,Flight.
what flights from atlanta to washington,Flight.
show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,Flight.
first class round trip airfare from indianapolis to memphis,Airfare.
flights from cincinnati to denver on american airlines,Flight.
list all flights on continental leaving denver on sunday after 2134,Flight.
show me all flights from charlotte,Flight.
show me all nationair flights from toronto,Flight.
what are the fares from newark to la monday and wednesday,Airfare.
show me flights from denver to atlanta on june sixteenth,Flight.
please show me round trip tickets from denver to oakland,Airfare.
list all flights on united from san francisco to boston with fare code qx,Flight.
how many flights does twa have in business class,Quantity.
list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday,Flight.
show me the flights to love field,Flight.
show me flights from pittsburgh to philadelphia,Flight.
show me the flights from philadelphia to atlanta,Flight.
philadelphia to dallas arriving before 1 in the afternoon,Flight.
i need a flight from tampa to montreal,Flight.
please give me flights leaving san francisco and going to pittsburgh,Flight.
what do you have from philadelphia to dallas on saturday morning,Flight.
flight leaving from oakland to salt lake city,Flight.
tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,Flight.
list all flights from boston to san francisco with the maximum number of stops,Flight.
are there any flights from atlanta to denver,Flight.
what are the flights dallas to boston on monday morning,Flight.
show me flights leaving from denver colorado to pittsburgh pennsylvania on wednesdays after 5 pm,Flight.
i need flight information between atlanta and boston,Flight.
what are my choices of flights from las vegas to new york,Flight.
what is the cheapest flight from boston to san francisco,Flight.
on continental airlines any class service from san francisco to pittsburgh,Flight.
find the cheapest flight from denver to atlanta with a stopover in pittsburgh,Flight.
what are the lowest one way fares from atlanta to denver,Airfare.
are there any flights from boston to san francisco stopping in denver,Flight.
flights from kansas city to cleveland on wednesday,Flight.
how much is a round trip fare from memphis to seattle,Airfare.
show me the flights into love field,Flight.
i 'd like to fly from philadelphia to dallas through atlanta,Flight.
information on flights from pittsburgh to philadelphia,Flight.
what flights does american airlines fly from philadelphia to dallas,Flight.
i want to travel from kansas city to chicago round trip leaving wednesday june sixteenth arriving in chicago at around 7 o'clock in the evening and returning the next day arriving in kansas city at around 7 o'clock in the evening which airlines fly that route,Flight.
i would like the time of all flights from san francisco to pittsburgh on sunday,Flight Time.
show me ground transportation in dallas please,Ground Service.
are there any nonstop flights leaving from denver arriving in baltimore on july seventh,Flight.
how much does dl 746 cost,Airfare.
what is the earliest flight from boston to san francisco on american airlines,Flight.
please list ground transport in san francisco,Ground Service.
i need a flight from ontario to los angeles on a thursday,Flight.
show me flights from all airports to love field,Flight.
list the flights from pittsburgh to san francisco on thursday,Flight.
what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon,Flight.
which airlines are represented in the database,Airline.
which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity,Flight.
list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am,Flight.
what flights are there from new york city to las vegas,Flight.
is there ground transportation from san diego airport to the downtown area,Ground Service.
shortest morning flights from cincinnati to tampa,Flight.
what 's the last flight from houston to dallas,Flight.
is there a flight from charlotte to newark on tuesday evening,Flight.
what is airline us,Airline.
what 's the lowest round trip fare from dallas to atlanta,Airfare.
find me the earliest flight from boston to atlanta on any day of the week,Flight.
display all flights from boston to baltimore on july thirty first,Flight.
economy fares new york to miami round trip,Airfare.
i need to fly from boston to denver on to san francisco and back,Flight.
i wish to book a flight from pittsburgh to atlanta coach discount fare,Flight.
show me flights to dallas from san francisco and atlanta and pittsburgh,Flight.
tell me distance from orlando airport to the city,Distance.
hi i need to get a flight from memphis to salt lake city departing before 10 am,Flight.
what is the cheapest fare i can get from dallas to denver,Airfare.
i would like a flight from philadelphia to dallas arrive dallas about 12 noon,Flight.
us air next wednesday from cleveland to miami,Flight.
could you please find me the cheapest one way fare from boston to philadelphia,Airfare.
i 'd like a flight from detroit to st. petersburg for tuesday,Flight.
return from miami to new york on tower air on saturdays,Flight.
show me ground transportation in san francisco,Ground Service.
please give me the earliest flight tomorrow from st. petersburg to milwaukee,Flight.
i need ground transportation in dallas please show me what 's available,Ground Service.
what 's fare code yn,Abbreviation.
the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday,Flight.
is there an early morning delta airlines flight between boston and washington,Flight.
what flights from orlando to tacoma on saturday,Flight.
show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,Flight.
give me flights from chicago to seattle on saturday morning,Flight.
okay tell me what the earliest flight is that leaves between atlanta and denver,Flight.
i want a flight from toronto to montreal that leaves early friday morning,Flight.
what first class flights are available from denver to baltimore on july twenty fifth 1991,Flight.
show me the airlines from love field,Airline.
what 's the cheapest one way ticket from baltimore to atlanta,Airfare.
a first class flight on american to san francisco on tuesday in the next week,Flight.
what airlines fly between boston and san francisco and stop in denver,Airline.
what 're the flights from new york city to las vegas that arrive on a sunday,Flight.
flights on friday from newark to tampa,Flight.
flights from san francisco august one,Flight.
how many stops on continental 1765 from boston to san francisco,Quantity.
on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between,Flight.
