text,intent
Please remove the Brooklyn Museum event on Thursday.,Delete Reminder.
I need you to remind me that basketball practice begins at 7:30 PM.,Create Reminder.
Set up weekly reminders for upcoming playdates.,Create Reminder.
Remind me that dinner will be ready at 5:30.,Create Reminder.
Please send a reminder to Bill regarding his presentation,Create Reminder.
Remind Mom and Dad on Friday that they are watching Jane this weekend.,Create Reminder.
Can you remind me to get cereal today?,Create Reminder.
The cat cannot have food after 7pm on Thursday and has to be at the vet by 7am on Friday.  Please remind me on Thursday at 5.,Create Reminder.
Remind me to make our airline reservations on Monday.,Create Reminder.
remind mandy to leave at 11; alert her 30 mins before,Create Reminder.
Set up a daily reminder for Aidan to feed Aly at 3pm.,Create Reminder.
remind me of the boys' speech therapy apointment every tuesday at 4 pm,Create Reminder.
Set reminder 20 minutes before 3pm to catch the train.,Create Reminder.
Remind me to set the house alarm each evening at 7PM. Alert me one hour before.,Create Reminder.
What reminders did I have  next week?,Get Reminder.
Remind me to text my dad about his car's repair.,Create Reminder.
Send me alert to set up the coffee maker each night at 10pm.,Create Reminder.
Remind Deb to add her menu to the camping list.,Create Reminder.
Remind me to go to the meeting at 2pm,Create Reminder.
Remind me to run antivirus every week on Friday.,Create Reminder.
Delete the homework reminder,Delete Reminder.
remind me to take my wife's car to work tomorrow,Create Reminder.
What are my reminders for Monday next week?,Get Reminder.
reminder to change the date for the recital,Create Reminder.
Set up a reminder about my meeting with Bob at 11 am on August 2nd.,Create Reminder.
Delete reminder regarding Javier's bachelor party for tomorrow.,Delete Reminder.
Reminder that Dylan has a play date Saturday at 3pm.,Create Reminder.
Can you remind me to order movie tickets before noon tomorrow,Create Reminder.
Remind me to email the cruise line tomorrow to make my next payment.,Create Reminder.
Set up a monthly reminder for John to pay the mortgage the 1st day of every month.,Create Reminder.
Delete lunch reminder.,Delete Reminder.
Can you remind me about my meeting on Tuesday?,Create Reminder.
Create a new reminder about Sammi's grooming appointment on Saturday.,Create Reminder.
Remind me to email Susan Jackson the menu tomorrow at 1:30 pm.,Create Reminder.
Remind my teammates that the next game is blue uniforms,Create Reminder.
Set up a reminder on Friday the 31st for water polo practice,Create Reminder.
Send an alert to me each Saturday afternoon to remind me not to miss church attendance.,Create Reminder.
What reminders do I have for Thursday between 1pm and 7pm?,Get Reminder.
Delete my reminder to ship the old TV box.,Delete Reminder.
remind me next May that I need to get a car inspection,Create Reminder.
Remind me to get my oil changed in my car every 4 months.,Create Reminder.
Add a reminder to mail MeMe a birthday card no later than Tuesday.,Create Reminder.
remind me to update my resume for the new job promotion tonight,Create Reminder.
Remind me to give David his letter before the 24th.,Create Reminder.
Reminds Joe to bring the Camera for the festival next Wednesday.,Create Reminder.
Set a reminder to have my car serviced next Friday at 6 pm.,Create Reminder.
cancel my reminder to get tacos for dinner dads cooking steaks instead.,Delete Reminder.
Can you remind me to buy eggs,Create Reminder.
Set up a reminder for my husband to take the trash out on Tuesday night (Pacific Time) because I will be traveling out of the city for that day.,Create Reminder.
Set up a reminder for next week to send out the phone bill,Create Reminder.
tell me to start the bread at 12pm tomorrow,Create Reminder.
Remind me I need to help dad after his event on Friday.,Create Reminder.
Remind Andrea of Carole's birthday Sunday,Create Reminder.
Change my reminder from doctor's appointment at 11am to 10am,Update Reminder Date Time.
Remind me that I have tickets for the ballet next week,Create Reminder.
The Warrior game is on at 7 PM tonight remind me to set the record button on the DVR 10 minutes before.,Create Reminder.
Set up a monthly reminder to give the dogs flee and tick medicine.,Create Reminder.
"Reminder, 1pm, meeting, today.",Create Reminder.
Set up a weekly reminder to log on to watch the live broadcast Mondays at 10a EST,Create Reminder.
I'd like to remind myself that Tuesday we are having game night at 8,Create Reminder.
Remind me to submit my application for Festifall at 4 pm tomorrow.,Create Reminder.
Set a reminder to get the oil changed in my car every three months on the 20th.,Create Reminder.
WHAT REMINDERS DO i HAVE FOR THE MONTH OF OCTOBER,Get Reminder.
I need to study tonight: can you remind me at 8pm.,Create Reminder.
Remind Rodney about work meeting at 4pm,Create Reminder.
Set a reminder in 4 hours telling me to take the chicken out of the freezer for tomorrow.,Create Reminder.
What reminders do I have for the week?,Get Reminder.
Can you remind me to send Nina a card,Create Reminder.
Please remind me to do grocery shopping at 6PM tonight.,Create Reminder.
Can you alert me 15 minutes before my doctors appointment?,Create Reminder.
Remind me to get cat litter after work on Wednesday.,Create Reminder.
Remind me to set up a hair appointment before Danielle's wedding,Create Reminder.
update reminder to pick up shirts from the dry cleaner on Thursday instead of Wednesday,Update Reminder Date Time.
Remind me to pick up Madi for work every day at 1 pm.,Create Reminder.
Alert me 45 minutes before call with career services.,Create Reminder.
Remind me to bring a polaroid camera for ashley,Create Reminder.
remind me to feed the kids,Create Reminder.
Set up a weekly reminder to approve the timecards of my employees every Monday.,Create Reminder.
remind me to make my bed every morning,Create Reminder.
Delete my reminder I have set for today,Delete Reminder.
remind john that his dinner is served,Create Reminder.
Create reminder one week prior to July 12th for scheduling tire rotation.,Create Reminder.
WHAT REMINDERS DO I HAVE FOR NEXT MONDAY,Get Reminder.
I still need to get train tickets for my trip to New York City; remind me to get them at 8 pm.,Create Reminder.
remind me to bake the cookies left in the freezer by next Friday.,Create Reminder.
Remind me to email Market Research LTD about non-payment.,Create Reminder.
remind me to order the flowers for the funeral,Create Reminder.
Remind me to buy a gift for Sally this evening at 6:00 pm.,Create Reminder.
Remind my husband that he has a dentist appointment at 11am on Saturday,Create Reminder.
set a weekly reminder for Wednesday evening that trash goes out.,Create Reminder.
Set up a reminder to take out the trash every Monday night.,Create Reminder.
Can you create a reminder for this Sunday at noon for lunch with Jean?,Create Reminder.
Remind me to leave for my car emissions test at 7:30am on Friday.,Create Reminder.
Skip any reminders for the rest of the day,Delete Reminder.
remind me to return my books to the library on Friday,Create Reminder.
Remind me at 8 am to go check my mailbox.,Create Reminder.
Set a reminder to pick up Jerry at 2pm every Wednesday.,Create Reminder.
remind me to turn on the soaker hoses at 7 tonight.,Create Reminder.
What are my appointments and reminders for Saturday and Sunday?,Get Reminder.
I need an alert for a workshop to attend this evening.,Create Reminder.
Delete weekly meetings with Gilly at 4pm.,Delete Reminder.
Delete my 6:30 pm reminder.,Delete Reminder.
"Remind the kids about their appointment on Tuesday, September 18th.",Create Reminder.
Can you remind me to wish Jack a happy birthday on September 9th?,Create Reminder.
"If I have any breakfast reminders, cancel them",Delete Reminder.
Create weekly reminder to weed garden and flower bed.,Create Reminder.
Setup a weekly reminder for my exercise class at 9 am on Fridays.,Create Reminder.
What reminders do I have scheduled for this week?,Get Reminder.
Remind me to wrap and hide the kids presents on December 20th.,Create Reminder.
please set up a reminder for emily regarding her dental appointment on Wednesday at 8am,Create Reminder.
Alert me every Friday morning to send a group email about weekend activities,Create Reminder.
Can you remind me to set up a meeting between myself and John,Create Reminder.
change my 8 am reminder on Tuesday to 9 am on Wednesday,Update Reminder Date Time.
Please remind me to take the first Friday after the 22nd of every month off.,Create Reminder.
Delete reminder for interview Tuesday at 12pm.,Delete Reminder.
Remind me to exercise every morning.,Create Reminder.
Remind me to update the events on the Harlem Running Club facebook page tomorrow.,Create Reminder.
Remind me to check Facebook and reply to notifications.,Create Reminder.
Add a reminder to my Saturday list for baking a cake,Create Reminder.
Set an alert for an hour from now.,Create Reminder.
Remind me about the doctor appt. today.,Create Reminder.
Remind me to check out this url: url.com,Create Reminder.
Remind me to make a vet appointment for Rufus,Create Reminder.
Remind me to walk the dogs tomorrow morning.,Create Reminder.
hey will you remind me to not get my mom a sweater for next christmas,Create Reminder.
Remind me to prepare dinner.,Create Reminder.
Remind me to respond to Trish's email regarding supplies needing to be ordered,Create Reminder.
Remind me to turn off the water in 1hr exactly!,Create Reminder.
Make sure you remind me to buy an anniversary gift tonight.,Create Reminder.
"When the email from my accountant arrives, remind me to check my tax return.",Create Reminder.
"I have a meeting Friday at 7 PM, please set a reminder",Create Reminder.
Please remind me to buy Modge Podge.,Create Reminder.
reminder for yoga class tomorrow,Create Reminder.
Remind me to tell Derek that we have counseling at 7 pm.,Create Reminder.
Set up a reminder to make a car payment by 1 pm Monday.,Create Reminder.
Remind me when Alta's next sale is this Friday.,Create Reminder.
Delete remind to study for the final.,Delete Reminder.
delete today's lunch reminder at 2pm,Delete Reminder.
Remind the PTO about the meeting on Thursday at 7 p.m.,Create Reminder.
Remind me to drink water everyday at 10 am,Create Reminder.
Remind me to walk the dogs tomorrow at 2pm.,Create Reminder.
Can you remind me to feed my dog in the morning,Create Reminder.
Remind me to go to the grocery store after the gym tonight.,Create Reminder.
Remind me to pick up some bread tonight on my way home from work by 4,Create Reminder.
Can you remind me to turn in my final paper Sunday at 11 pm for my psychology class?,Create Reminder.
Remind me one day before January 2 at 10:30am Naniloa has a Doctor's appointment.,Create Reminder.
Remind me on the 10th of each month to pay my water bill.,Create Reminder.
Remove the reminder for pharmacy pick up at 5 pm,Delete Reminder.
Remind Jeff to take the dogs out every day at 12 noon.,Create Reminder.
SET UP REMINDER TO MAIL APPLICATION TODAY AT 2PM.,Create Reminder.
Remind me to check my email daily at 7 pm.,Create Reminder.
Remind me my show starts at 9 pm,Create Reminder.
I need supplies for my next art show; please set reminder to place an order with Rio Grande Friday.,Create Reminder.
Remind my sister to pick up my daughter at 2pm; alert 20 minutes beforehand,Create Reminder.
Set a reminder for dermatologist appointment on Wednesday.,Create Reminder.
"remind me to Listen to a genre of music you haven't tried before-perhaps Jazz, Punk or Blues at11 pm.",Create Reminder.
remind me to pick up conner from boy scouts at 7 pm,Create Reminder.
remind me to schedule a doctors appointment at the end of the month,Create Reminder.
I don't want to forget that I'm working for Kara on Sunday; make an alert for 11pm Saturday night,Create Reminder.
Set a reminder for doctors appointment tomorrow at 9:00,Create Reminder.
Remind me to take my library card on Friday morning to check out books.,Create Reminder.
remind me to set up a meeting tomorrow at 7pm,Create Reminder.
Can you remind me to submit my timecard on Friday at 4 pm?,Create Reminder.
Remind me to tell the team the updates in Monday's meeting,Create Reminder.
Alert me 15 minutes before running group starts.,Create Reminder.
Set up a weekly reminder to pull weed's out of the flower bed.,Create Reminder.
Have I set any reminders for next week?,Get Reminder.
Set up a daily reminder to finish homework before 7pm.,Create Reminder.
Remind me to book the hotel for our anniversary on the 14th,Create Reminder.
Please remind me to register Kade for preschool on Monday at 9AM,Create Reminder.
What reminders do I have for this morning?,Get Reminder.
Please remind me to feed the dog at 4pm every day,Create Reminder.
Remind me to send in my book report for next Sunday,Create Reminder.
Set reminder 2 hours before Kendall's dance recital on Thursday night at 7:00 pm,Create Reminder.
Set up a reminder to ask Bill or an about glucagon use and expiration today.,Create Reminder.
Send a reminder to my friends about our brunch tomorrow at 2 pm,Create Reminder.
Remind me to bring donuts to church on Sunday.,Create Reminder.
Remind me to pay my phone bill on the 13th of August 2018.,Create Reminder.
Remind me that Julie has the day off at 7am friday,Create Reminder.
Remind me at 4 a.m to walk the dog.,Create Reminder.
Delete the reminder for dinner on Sunday,Delete Reminder.
Adjust the reminder about baking a vanilla cake this Saturday to baking a chocolate cake.,Update Reminder Todo.
cancel Lucy's recital reminder.,Delete Reminder.
Please set a reminder for my dentist appointment on the 9th.,Create Reminder.
Set up a reminder to pay rent on the first.,Create Reminder.
Remind me to change my work schedule,Create Reminder.
Remind me to send Jennifer an email about next weeks meeting,Create Reminder.
Remind me to print and complete registration papers,Create Reminder.
Remind me to take my medications tomorrow afternoon.,Create Reminder.
I need a monthly reminder to pay Union dues for the first of each month,Create Reminder.
Remove my workout reminder for tomorrow morning,Delete Reminder.
Remind me to do my laundry at 7:00 pm this evening.,Create Reminder.
Set up a reminder for my Son to turn in his history project Wednesday.,Create Reminder.
"I need a reminder to run a cold, dark load of laundry today at 4 pm.",Create Reminder.
Delete my reminders for tomorrow.,Delete Reminder.
I need you to remind me of my dentist appointment next week.,Create Reminder.
Set a reminder for Mrs. Thomas that orientation  is on the 7th @ 9 and alert her 10 mins before,Create Reminder.
Set a reminder to do my stretches everyday for 15 minutes,Create Reminder.
Set up a reminder for my doctors appointment on Thursday at 11am,Create Reminder.
Remind me to change alarm to 6 am on Saturday.,Create Reminder.
remind me to email mom that recipie for cookies,Create Reminder.
Remind me that we are going to the orchestra on Saturday evening at 7:00 p.m.,Create Reminder.
Remind me to go to buy a new set of highlighters tomorrow morning.,Create Reminder.
Change the time of my phone meeting reminder for tomorrow to 2pm.,Update Reminder Date Time.
Remind me to drop off my prescription in 3 hours,Create Reminder.
Remind me to play swag IQ at 7,Create Reminder.
I no longer need to be reminded to buy milk.,Delete Reminder.
I won't have to pick up Brenda for work this week; delete reminder.,Delete Reminder.
Remind me to text Shane once a month.,Create Reminder.
Remove the reminder for my date with ET on Friday.,Delete Reminder.
Make a reminder for school orientation Friday,Create Reminder.
Remind me to pick up flowers for my wife today.,Create Reminder.
Set reminder to do Fonque's hair on Thursday at noon?,Create Reminder.
Make sure Emma and Jack don't forget they have play practice at noon this Saturday; send them a reminder Friday night.,Create Reminder.
Remind me to build my shoe closet tomorrow morning.,Create Reminder.
delete leave office reminder,Delete Reminder.
Delete my meeting reminder.,Delete Reminder.
Set a reminder to take out the trash on Tuesday,Create Reminder.
Help me remember to pay my car insurance quarterly premium on Friday the 3rd.,Create Reminder.
Remind me to order baby wipes from Amazon Prime today.,Create Reminder.
Remind me at 3 pm to email Tom about the details of the meeting next Tuesday.,Create Reminder.
Please remind me to pick up paper towels this afternoon.,Create Reminder.
Remind me to clean the fish tank,Create Reminder.
Alexa remind me this weekend that I have to delete spam emails from my email box.,Create Reminder.
Set reminder every Tuesday for Cross Fit.,Create Reminder.
"I need to watch the Tupperware live event on the 4th, set a reminder for 7pm on the 4th of august",Create Reminder.
Please alert me to leave 15 mins earlier on Sunday.,Create Reminder.
delete the reminder for the playdate today,Delete Reminder.
remind to pick up toilet paper on my way home from work,Create Reminder.
remind everett at 6 pm to take his vitamins,Create Reminder.
Set a reminder to check with Elisa on a good day to meet for game night.,Create Reminder.
Are there any reminders for next Tuesday?,Get Reminder.
Remind me to grocery shop for Saturday evening                                                                           dinner party for five guests at 5:00 pm.,Create Reminder.
Please remind me to mail Christmas cards on Dec 12.,Create Reminder.
remind me to pick up the library book on the 4th,Create Reminder.
Delete my weekly lunch reminders with Jason,Delete Reminder.
Remind me to take the dog to the vet on Thursday.,Create Reminder.
Set a reminder up for my Mom to bring the car seat at 9 am tomorrow.,Create Reminder.
Can you delete the reminder to pack for Jamaica tomorrow?,Delete Reminder.
Remind me every Tuesday at  8am about my evening guitar lesson.,Create Reminder.
Remind me to purchase my school books by Friday afternoon.,Create Reminder.
delete my reminder for my sunday brunch,Delete Reminder.
Set up an alert for every night at 9pm to set the house alarm.,Create Reminder.
Remind me to talk to my ex-husband about his delinquent child support on Saturday morning.,Create Reminder.
Remind me to pay the cable bill on the first of every month.,Create Reminder.
"set a reminder to pick up milk, eggs and cheese",Create Reminder.
Remind me when auburn tiger's play,Create Reminder.
Remind me to ship my packages on Tuesday.,Create Reminder.
remind todd to gather supplies,Create Reminder.
delete the party reminder this wednesday,Delete Reminder.
Remind my husband that it's our anniversary tomorrow,Create Reminder.
Set a reminder to  go get gas after work today,Create Reminder.
Delete my reminder for the baby shower next weekend.,Delete Reminder.
Can you remind me that I have a dinner meeting with John next Tuesday at 7 pm.,Create Reminder.
What are all my reminders for the upcoming week.,Get Reminder.
Remind me today at 2pmt to forward the orchestra schedule to the show's director.,Create Reminder.
When is the reminder set for to show me that I have a client,Get Reminder.
Change the reminder to create a budget to Thursday instead of Friday,Update Reminder Date Time.
cancel all reminders about work since I quit my job,Delete Reminder.
set up a reminder for me to renew my license by the end of the month,Create Reminder.
Remind my husband to mow the lawn before 7pm tonight,Create Reminder.
Remind me to record the young and the restless at 11 am tomorrow.,Create Reminder.
Remind me to plan a dinner party for the board members next week.,Create Reminder.
Add a reminder to return my Redbox videos tomorrow.,Create Reminder.
remind in next May to sign up for my election class,Create Reminder.
Cancel my puppy play date reminders this weekend.,Delete Reminder.
Remind me to balance my checkbook every Sunday afternoon.,Create Reminder.
Delete Emersyn's soccer game reminder for tomorrow.,Delete Reminder.
Remove reminder for dinner tomorrow,Delete Reminder.
Remind me to check the status of my financial aid today at 3 pm.,Create Reminder.
Remind me to buy diapers today,Create Reminder.
Remind Kevin about football practice tomorrow.,Create Reminder.
please remind me to remind husband to take his pills,Create Reminder.
Change the PTA meeting from 6pm to 7pm on Saturday.,Update Reminder Date Time.
Reminder for going to bed so I don't stay up too late,Create Reminder.
Remind me to schedule an appointment with Brian today.,Create Reminder.
Remind me to get Flash Cards for the test on 9/18,Create Reminder.
Remind me to tell Angie  I am bringing the salad for bible study on Friday,Create Reminder.
Cancel all of Fridays reminders.,Delete Reminder.
What are my reminders for Tuesday morning?,Get Reminder.
Can you please remind me to pay the utility bill on Friday at 2 pm?,Create Reminder.
Do I have any reminders this week?,Get Reminder.
Remind me on Tuesday to look up that recipe for my Mom's lasagna.,Create Reminder.
Do I have any reminders on Tuesday or Wednesday of next week?,Get Reminder.
remind me to meet with clients tomarrow at 9am,Create Reminder.
Delete orientation reminder.,Delete Reminder.
Set up reminder to watch Pose every Sunday night at 9pm,Create Reminder.
Please remind me to file my quarterly report tomorrow at 1pm with a total hours of 105 for l&i,Create Reminder.
"Remind me to meet with my daughter for lunch on Aug. 18, 2018, at 1:00 PM.",Create Reminder.
remind me of my vacation destination,Create Reminder.
Remind me that the French club meeting is tonight at 8 PM.,Create Reminder.
delete the reminder for my dr appointment on friday dec 3rd,Delete Reminder.
make a reminder to pay my monthly bills,Create Reminder.
Remind me to tell Chelsea we're meeting at Fred Meyer instead of Safeway,Create Reminder.
Set a reminder for 2 hours and 50 minutes from now.,Create Reminder.
remove the reminder about starting dinner at 4pm,Delete Reminder.
"Delete my reminders for Friday, I have the day off",Delete Reminder.
Remind me that the party on Sunday was changed to Saturday on Friday morning.,Create Reminder.
Remind me to mail Dad's card tomorrow please.,Create Reminder.
Remind me to get the decorations for the party on August 18th.,Create Reminder.
Delete the reminder about tax free weekend,Delete Reminder.
Remind the running group tomorrow morning that the run is canceled due to excessive heat.,Create Reminder.
Remind me to go to pick up the dry-washed clothes at 5 p.m. (Pacific Time),Create Reminder.
Remind me to get coffee creamer today.,Create Reminder.
Set up a recurring reminder on Fridays about the recycling,Create Reminder.
can you remind me 10 minutes before 5pm that i need to start the oven,Create Reminder.
Update tomorrow's reminder to include sending a text to Bob,Update Reminder Todo.
Remind me to pick up Dad's prescriptions in the morning.,Create Reminder.
"Remove the reminder to call mom back, she just called me",Delete Reminder.
Remind me today at 3:00 p.m. to set up my new Visa Card on Amazon.,Create Reminder.
Remind me to make coleslaw after work tomorrow morning,Create Reminder.
Change the dinner party reminder from this Saturday to next Saturday at 6pm.,Update Reminder Date Time.
Send me daily reminders to make an appointment with the allergist for week of Aug 28th.,Create Reminder.
Remind me to take the chicken out the freezer tonight at 9pm,Create Reminder.
Set a reminder to pack for our beach trip on Friday,Create Reminder.
Set up a reminder to bring the dog to the vet on Friday,Create Reminder.
