,utterance,intent,label
176,i would like information on any flights from pittsburgh to san francisco leaving thursday evening,Flight.,0
177,i need a cheap flight from baltimore to san francisco,Flight.,0
178,what is the cost of a first class ticket from baltimore to dallas,Airfare.,2
179,what is the economy thrift fare from boston to washington,Airfare.,2
180,list the nonstop flights early tuesday morning from dallas to atlanta,Flight.,0
181,what is the earliest flight you have that leaves philadelphia to dallas,Flight.,0
182,are there any flights from dallas fort worth to boston leaving before 10 am,Flight.,0
183,show me all the flights to baltimore after 6 o'clock pm,Flight.,0
184,i need a return flight from philadelphia to boston,Flight.,0
185,united airlines flights stopping in denver before noon,Flight.,0
186,show me the car rentals in baltimore,Ground Service.,4
187,what flights go from newark to boston after 1024 in the morning,Flight.,0
188,shortest evening flight from tampa to cincinnati,Flight.,0
189,how much time does it take to go between the airport and downtown by ground transportation in dallas,Ground Service.,4
190,flights from boston to pittsburgh,Flight.,0
191,i 'd like to fly continental airlines between boston and philadelphia,Flight.,0
192,i would like to book a flight on continental airlines from chicago to seattle on june first,Flight.,0
193,all flights from pittsburgh to dallas round trip after 12 pm less than 100,Flight.,0
194,show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon,Flight.,0
195,from las vegas to phoenix,Flight.,0
196,show me flights from pittsburgh to atlanta on monday afternoon,Flight.,0
197,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,Flight.,0
198,show all flights from boston to denver on july thirty first,Flight.,0
199,are there any flights before 12 noon on june fifteenth from long beach to columbus,Flight.,0
200,list daily flights from boston to atlanta,Flight.,0
201,on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,Flight.,0
202,on united airlines give me the flight times from boston to dallas,Flight Time.,1
203,ground transportation minneapolis,Ground Service.,4
204,show me airline abbreviations,Airline.,6
205,how many flights does delta have with a class of service code f,Quantity.,10
206,please list all the arriving and departing flights from general mitchell international,Flight.,0
207,i would like to see the flights from denver to philadelphia please,Flight.,0
208,does eastern airlines fly early in the morning between logan and bwi,Flight.,0
209,what flights leave phoenix on american airlines,Flight.,0
210,can you list all the airlines that have flights from boston to san francisco,Airline.,6
211,flights from nashville to orlando daily,Flight.,0
212,show me first class flights from pittsburgh to san francisco on friday,Flight.,0
213,i need the earliest flight from denver to boston that serves dinner,Flight.,0
214,from toronto to atlanta in the afternoon,Flight.,0
215,please list the friday afternoon flights from san jose to dallas on american airlines,Flight.,0
216,is there ground transportation in boston from the airport,Ground Service.,4
217,show first flight from pittsburgh to atlanta on wednesday,Flight.,0
218,i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,Flight.,0
219,show me all flights from san francisco to la guardia nonstop,Flight.,0
220,what flights are there from pittsburgh to los angeles,Flight.,0
221,what kind of ground transportation is there in washington dc,Ground Service.,4
222,what is the least expensive flight available from dallas fort worth to san francisco,Flight.,0
223,what does the fare code f mean,Abbreviation.,8
224,what 's the most expensive way i can fly to washington,Flight.,0
225,what flights from houston to milwaukee on friday on american airlines,Flight.,0
226,what is the schedule of ground transportation from the airport in philadelphia into downtown,Ground Service.,4
227,show me a list of flights from san francisco to boston for august thirtieth,Flight.,0
228,show me the least expensive flight from miami to cleveland on sunday after noon,Flight.,0
229,how much does it cost to go from downtown to logan airport,Airfare.,2
230,what flights are there from newark to tampa,Flight.,0
231,i want a flight from philadelphia to dallas that at least has one stop,Flight.,0
232,show flights from denver to oakland arriving between 12 and 1 o'clock,Flight.,0
233,what is the fare from san francisco to dallas fort worth on delta flight 852,Airfare.,2
234,flights from newark new jersey to cleveland ohio,Flight.,0
235,give me flights from denver to baltimore,Flight.,0
236,show the flights from denver to san francisco,Flight.,0
237,show me flights denver to washington dc on thursday,Flight.,0
238,please list the thursday morning flights from st. louis to st. paul,Flight.,0
239,what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,Flight.,0
240,what are the flights from boston to atlanta,Flight.,0
241,what flights from baltimore to san francisco arrive before 8 pm in san francisco,Flight.,0
242,show me the flights from pittsburgh to san francisco for thursday night or friday,Flight.,0
243,get me a first class flight on american to san francisco on tuesday next week,Flight.,0
244,ground transportation in westchester county,Ground Service.,4
245,what flights are there from atlanta to baltimore,Flight.,0
246,i 'd like to fly from dallas to san francisco at approximately 615 pm,Flight.,0
247,list the fares of us air flights from boston to philadelphia,Airfare.,2
248,list flights from phoenix to detroit on thursday june twenty fourth,Flight.,0
249,what flights from miami to indianapolis on sunday,Flight.,0
250,now show me the flights from memphis to cleveland,Flight.,0
251,can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,Flight.,0
252,could you find me a flight from boston to san francisco that stops in denver,Flight.,0
253,flights from cleveland to miami,Flight.,0
254,give me the flights from pittsburgh to los angeles thursday evening,Flight.,0
255,please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday,Flight.,0
256,show me flights from seattle to san francisco that leave after 5 pm,Flight.,0
257,show me the flights that go from tacoma to miami,Flight.,0
258,which airline can fly me from atlanta to denver to san francisco,Airline.,6
259,are there any flights from denver to pittsburgh with stops in atlanta,Flight.,0
260,list all the flights that arrive at general mitchell international,Flight.,0
261,what is fare code h,Abbreviation.,8
262,what flights from salt lake city to new york city arrive next saturday before 6 pm,Flight.,0
263,flights from nashville to seattle,Flight.,0
264,show me fares from seattle to minneapolis,Airfare.,2
265,i need a flight from boston to san francisco via dallas fort worth,Flight.,0
266,i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime,Flight.,0
267,show me the most expensive one way flight from detroit to westchester county,Flight.,0
268,show me the flights from baltimore to philadelphia,Flight.,0
269,from denver to washington dc on monday november eleventh 1991,Flight.,0
270,please list all the flights from boston to denver which serve meals,Flight.,0
271,list aircraft types that fly between boston and san francisco,Aircraft.,3
272,what does fare code qw mean,Abbreviation.,8
273,i 'm interested in a flight on american airlines from dallas to washington,Flight.,0
274,give me flights from pittsburgh to baltimore,Flight.,0
275,how much is a round trip fare from indianapolis to seattle,Airfare.,2
276,what is the cheapest flight from long beach to memphis,Flight.,0
277,which airline provides business class flights,Airline.,6
278,pittsburgh to denver,Flight.,0
279,which airlines fly between boston and pittsburgh,Airline.,6
280,list the flights arriving in atlanta from baltimore before noon on august fourth,Flight.,0
281,give me the flights for american airline from philadelphia to dallas,Flight.,0
282,i need a flight this sunday from miami to las vegas and i would prefer a morning flight,Flight.,0
283,flights from boston to pittsburgh,Flight.,0
284,which flights go from pittsburgh to atlanta in the evening,Flight.,0
285,show me the fares from dallas to san francisco,Airfare.,2
286,give me american airlines flights from milwaukee to phoenix on saturday and on sunday,Flight.,0
287,list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,Flight.,0
288,show me the flights from baltimore to oakland,Flight.,0
289,show me the earliest flight from denver to las vegas,Flight.,0
290,show me flights from milwaukee to orlando on wednesday night,Flight.,0
291,may i have a listing of flights from milwaukee to tacoma washington departing in the evening,Flight.,0
292,what morning flights do you have between oakland and denver,Flight.,0
293,i 'd like a flight from washington that stops in denver and goes on to san francisco,Flight.,0
294,show me all flights from pittsburgh to baltimore tomorrow,Flight.,0
295,all one way flights between boston and philadelphia,Flight.,0
296,what flights go to san francisco from boston,Flight.,0
297,what flights are there from san francisco to philadelphia daily with economy class,Flight.,0
298,first flights from pittsburgh to atlanta on a thursday,Flight.,0
299,show me the flights from baltimore to atlanta,Flight.,0
300,tell me about flights from toronto to salt lake city leaving after 530 pm,Flight.,0
301,show me the flights from indianapolis to orlando with round trip fares less than 1288,Flight.,0
302,i need a flight from boston to pittsburgh that leaves early in the morning,Flight.,0
303,what is the first flight from atlanta to baltimore that serves lunch,Flight.,0
304,show me the flights from pittsburgh to baltimore,Flight.,0
305,all flights from denver to philadelphia,Flight.,0
306,oakland to philadelphia saturday,Flight.,0
307,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,Flight.,0
308,show me flights on monday from philadelphia to boston after 7 am,Flight.,0
309,show me all the flights leaving baltimore,Flight.,0
310,show me the flights from philadelphia to boston,Flight.,0
311,is there a plane from boston to washington,Aircraft.,3
312,i need to go from boston to atlanta and back in the same day find me the earliest flight from boston,Flight.,0
313,what are flights between boston and pittsburgh on august tenth,Flight.,0
314,what are the schedule of flights from boston to san francisco for august first,Flight Time.,1
315,show me one way flights from milwaukee to orlando wednesday,Flight.,0
316,show me all flights from pittsburgh to baltimore tomorrow which serve a meal,Flight.,0
317,give me flights on american airlines from milwaukee to phoenix,Flight.,0
318,show all flights from pittsburgh to san francisco,Flight.,0
319,i wish to fly from boston to washington please find an airline for me,Flight.,0
320,please list the flights from dallas fort worth to dc baltimore on july twenty third,Flight.,0
321,which flights from memphis to tacoma also stop in los angeles,Flight.,0
322,show me the flights on tuesday morning from charlotte to baltimore,Flight.,0
323,i need 2 first class tickets from dallas fort worth to san francisco,Airfare.,2
324,are there any flights from philadelphia to dallas which stop in atlanta,Flight.,0
325,flights to baltimore,Flight.,0
326,what does mco stand for,Abbreviation.,8
327,what is the least expensive way to fly from philadelphia to san francisco,Flight.,0
328,list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday,Flight.,0
329,how many booking classes are there,Quantity.,10
330,flight numbers from columbus to minneapolis tomorrow,Flight No.,12
331,give me the continental flights from chicago to seattle on friday,Flight.,0
332,what are the united airlines flights between baltimore and denver on august twelfth,Flight.,0
333,show me the flights next tuesday between philadelphia and san francisco,Flight.,0
334,find a flight on american airlines from boston to san francisco that makes a stopover in denver,Flight.,0
335,show me the fares on all flights round trip from pittsburgh to oakland,Airfare.,2
336,what 's the difference between fare code q and fare code f,Abbreviation.,8
337,flights from cincinnati to salt lake city,Flight.,0
338,ground transportation denver,Ground Service.,4
339,show me flights from denver to washington dc on wednesdays,Flight.,0
340,find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,Flight.,0
341,show me all flights from atlanta to washington with prices,Flight.,0
342,flights between new york and miami,Flight.,0
343,please list the monday morning flights from kansas city to atlanta,Flight.,0
344,list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,Flight.,0
345,what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,Airfare.,2
346,i 'd like to go from boston to denver at 9 o'clock saturday night,Flight.,0
347,show me the northwest flights from detroit to st. petersburg,Flight.,0
348,what is the available ground transportation between the airport in denver and downtown,Ground Service.,4
349,on may four atlanta to denver delta flight 257,Flight.,0
350,show me all flights from indianapolis,Flight.,0
351,which airlines have flights between philadelphia and pittsburgh,Airline.,6
352,which are the flights from denver to baltimore or washington dc,Flight.,0
353,list the number of flights leaving boston for dallas fort worth before 9 am in the morning,Quantity.,10
354,are there delta flights leaving atlanta,Flight.,0
355,can you list all round trip flights from orlando to kansas city and then to minneapolis,Flight.,0
356,i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you,Flight.,0
357,i would like a flight from washington to boston leaving at 230 on august twentieth,Flight.,0
358,how much is a flight from washington to boston,Airfare.,2
359,show me all flights from orlando to san diego on a boeing 737,Flight.,0
360,what flights are there on sunday from seattle to minneapolis,Flight.,0
361,where is mco,City.,11
362,show me all flights from pittsburgh to atlanta,Flight.,0
363,which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,Flight.,0
364,list daily flights of united airline from denver to baltimore with first class service,Flight.,0
365,show me flights from pittsburgh to atlanta on monday morning,Flight.,0
366,all flights phoenix to sfo,Flight.,0
367,i want to travel from washington dc to philadelphia on tuesday morning,Flight.,0
368,what is the fare going from atlanta to boston one way on november seventh,Airfare.,2
369,is there a flight on american airlines from boston to denver,Flight.,0
370,what flights are available from san francisco to pittsburgh on thursday evening,Flight.,0
371,do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas,Flight.,0
372,show the flights from pittsburgh to san francisco again on monday,Flight.,0
373,show me a list of flights on american airlines from boston to dc on july twenty second,Flight.,0
374,now i 'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,Flight.,0
375,what economy flights are available from dallas to baltimore on december seventeenth,Flight.,0
376,please show me flights from san francisco to dallas,Flight.,0
377,please show me all the flights from indianapolis to san diego tomorrow,Flight.,0
378,what does flight code us mean,Flight.,0
379,i would like a flight from denver to pittsburgh,Flight.,0
380,what is the flight schedule of the f28 from pittsburgh to baltimore,Flight Time.,1
381,looking for a flight from dc to minnesota,Flight.,0
382,how many us air flights leave from washington,Quantity.,10
383,show me times for flights from san francisco to atlanta,Flight Time.,1
384,what flights are there on wednesday evening or thursday morning from denver to sfo,Flight.,0
385,how many flights go from dallas to baltimore on july nineteenth,Quantity.,10
386,could you show me all the flights from oakland to salt lake city,Flight.,0
387,find me a flight from boston to san francisco with layover in denver on united,Flight.,0
388,what flights are available between boston and washington arriving in washington at 630,Flight.,0
389,show me the airlines between toronto and denver,Airline.,6
390,what flights do you have between pittsburgh and atlanta,Flight.,0
391,show me the flights from denver to westchester county,Flight.,0
392,i need information for a flight from denver to atlanta,Flight.,0
393,what is the cheapest flight from boston to atlanta,Flight.,0
394,what is the cheapest flight from atlanta to pittsburgh one way,Flight.,0
395,show me all overnight flights from washington dc to san francisco and list their fares,Flight.,0
396,round trip flights between new york and miami,Flight.,0
397,show me the one way flight from detroit to westchester county with the highest fare,Flight.,0
398,what flights are there from newark to chicago on continental,Flight.,0
399,i 'm trying to make a connection between denver and san francisco does delta airline fly between those two,Flight.,0
400,what is the latest us air flight leaving philadelphia and returning to boston,Flight.,0
401,what flights does us air have from san francisco to pittsburgh on tuesday,Flight.,0
402,can i fly from boston to baltimore washington,Flight.,0
403,what is mco,Abbreviation.,8
404,flights from las vegas to phoenix,Flight.,0
405,i would like to leave around 7 o'clock in the morning,Flight.,0
406,show me fares from baltimore to philadelphia,Airfare.,2
407,flights from memphis to seattle,Flight.,0
408,please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,Flight.,0
409,flights from atlanta august second,Flight.,0
410,does american airlines fly from atlanta to philadelphia,Flight.,0
411,yes i 'd like a flight from long beach to st. louis by way of dallas,Flight.,0
412,i 'd like to know if you have any flights from denver to philadelphia,Flight.,0
413,what are the cheapest one way flights from atlanta to denver,Flight.,0
414,what is the first flight after 12 noon from washington for denver,Flight.,0
415,how many delta flights leave from washington,Quantity.,10
416,now list for me only the united flights that flight from oakland to boston,Flight.,0
417,from philadelphia to toronto,Flight.,0
418,i am interested in a flight on american airlines from dallas to washington,Flight.,0
419,what airplane types fly from pittsburgh to baltimore,Aircraft.,3
420,what is the yn code,Abbreviation.,8
421,i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,Flight.,0
422,how many seats in a 100,Capacity.,13
423,may i have a listing of flights from long beach to columbus ohio on tuesday,Flight.,0
424,what flights leave from phoenix to nashville on american airlines,Flight.,0
425,show me all round trips from new york to miami leaving on tuesday,Flight.,0
426,list all nonstop flights on sunday from tampa to charlotte,Flight.,0
427,list all flights from burbank to denver,Flight.,0
428,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,Airfare.,2
429,i 'd like to see flights from baltimore to atlanta,Flight.,0
430,please show me the flights from las vegas to detroit on the twenty eighth,Flight.,0
431,what is ord,Abbreviation.,8
432,what type of ground transportation is available between the airport and downtown san francisco,Ground Service.,4
433,is the american flight 813 from boston to oakland a nonstop flight,Flight.,0
434,give me the flights from washington dc to philadelphia for december second,Flight.,0
435,show all connecting flights from pittsburgh to oakland,Flight.,0
436,list daily flights from boston to oakland using twa,Flight.,0
437,i would like the least expensive airfare flight on sunday to pittsburgh from san francisco,Airfare.,2
438,i need a flight from san diego to indianapolis leaving in the afternoon on tuesday,Flight.,0
439,can you give me the evening flight on wednesday from washington to atlanta again,Flight.,0
440,i would like to book a flight from los angeles to pittsburgh on june first,Flight.,0
441,what flights from atlanta to washington,Flight.,0
442,show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,Flight.,0
443,first class round trip airfare from indianapolis to memphis,Airfare.,2
444,flights from cincinnati to denver on american airlines,Flight.,0
445,list all flights on continental leaving denver on sunday after 2134,Flight.,0
446,show me all flights from charlotte,Flight.,0
447,show me all nationair flights from toronto,Flight.,0
448,what are the fares from newark to la monday and wednesday,Airfare.,2
449,show me flights from denver to atlanta on june sixteenth,Flight.,0
450,please show me round trip tickets from denver to oakland,Airfare.,2
451,list all flights on united from san francisco to boston with fare code qx,Flight.,0
452,how many flights does twa have in business class,Quantity.,10
453,list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday,Flight.,0
454,show me the flights to love field,Flight.,0
455,show me flights from pittsburgh to philadelphia,Flight.,0
456,show me the flights from philadelphia to atlanta,Flight.,0
457,philadelphia to dallas arriving before 1 in the afternoon,Flight.,0
458,i need a flight from tampa to montreal,Flight.,0
459,please give me flights leaving san francisco and going to pittsburgh,Flight.,0
460,what do you have from philadelphia to dallas on saturday morning,Flight.,0
461,flight leaving from oakland to salt lake city,Flight.,0
462,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,Flight.,0
463,list all flights from boston to san francisco with the maximum number of stops,Flight.,0
464,are there any flights from atlanta to denver,Flight.,0
465,what are the flights dallas to boston on monday morning,Flight.,0
