,utterance,intent,label
87,Is there a flood warning?,Get Weather.,0
88,What it the low for this week.,Get Weather.,0
89,What time will it start to rain today?,Get Weather.,0
90,does it snow anywhere in Georgia?,Get Weather.,0
91,Is it suppose to be cloudy tomorrow?,Get Weather.,0
92,How hot will it get Saturday?,Get Weather.,0
93,What is the weather going to be like this week at Miami beach?,Get Weather.,0
94,whats the weather for this week?,Get Weather.,0
95,Is it going to snow tomorrow,Get Weather.,0
96,I want to know what days it may storm this week.,Get Weather.,0
97,Is snow in the forecast,Get Weather.,0
98,Are there any current weather travel advisories?,Get Weather.,0
99,Should I wear rain boots today?,Get Weather.,0
100,is today considered beach weather?,Get Weather.,0
101,how long is it going to rain,Get Weather.,0
102,When is it supposed to rain next?,Get Weather.,0
103,I need this weeks weather forecast please.,Get Weather.,0
104,whats the low for tomorrow,Get Weather.,0
105,Is Miami getting rain today?,Get Weather.,0
106,Weather this week,Get Weather.,0
107,What is the forecast for today?,Get Weather.,0
108,Weather please St. Louis Missouri.,Get Weather.,0
109,What is the weekend forecast?,Get Weather.,0
110,Is there a hurricane heading to the US?,Get Weather.,0
111,Is there a rip current at the beach this weekend?,Unsupported Weather.,2
112,what is the temperature,Get Weather.,0
113,Is it going to snow today?,Get Weather.,0
114,Is there a tornado threat?,Get Weather.,0
115,What is the temperature going to be tomorrow?,Get Weather.,0
116,weather,Get Weather.,0
117,When is it going to rain again in Atlanta?,Get Weather.,0
118,should I bring a sweater with me today?,Get Weather.,0
119,what's the chance of rain today?,Get Weather.,0
120,Is it raining today in London?,Get Weather.,0
121,Will it get to 80 degrees today?,Get Weather.,0
122,give me a forecast for Italy this week,Get Weather.,0
123,do i need a jacket in san fran tonight,Get Weather.,0
124,How does the weather look today?,Get Weather.,0
125,what is the weather in new york,Get Weather.,0
126,how much of a chance of rain tomorrow,Get Weather.,0
127,will it snow today,Get Weather.,0
128,when will it rain this week,Get Weather.,0
129,do i need an umbrella today,Get Weather.,0
130,Should I wear rain boots today?,Get Weather.,0
131,When is the next time it is guessed to rain?,Get Weather.,0
132,Will it rain on Saturday?,Get Weather.,0
133,What is the air quality today?,Unsupported Weather.,2
134,Are there any storms headed my way this week?,Get Weather.,0
135,What is the humidity today?,Get Weather.,0
136,how will the weather be at hyde park at 11pm,Get Weather.,0
137,Will there be any winds today?,Get Weather.,0
138,What is today's forecast?,Get Weather.,0
139,what is the temperature for Myrtle Beach this weekend,Get Weather.,0
140,is it going to storm this weekend,Get Weather.,0
141,Tell me this weeks weather forecast.,Get Weather.,0
142,What is the weather near me?,Get Weather.,0
143,will it sleet,Get Weather.,0
144,what is the weather going to be tomorrow in Seattle,Get Weather.,0
145,Will it be cloudy tomorrow,Get Weather.,0
146,"What is the wind chill in Rochester, NY?",Get Weather.,0
147,Does it snow in this city,Get Weather.,0
148,Is there a forecast for snow this week?,Get Weather.,0
149,What is the weather like at the Arctic pole?,Get Weather.,0
150,What is the weather like In Miami?,Get Weather.,0
151,what is the current weather in tennessee,Get Weather.,0
152,how cold is it,Get Weather.,0
153,Do I need a raincoat?,Get Weather.,0
154,What is the weather going to be like this Saturday?,Get Weather.,0
155,What time is it coldest tomorrow?,Get Weather.,0
156,What is the weather like in Edison,Get Weather.,0
157,How hot will it be today?,Get Weather.,0
158,Is it going to rain in NY when my plane lands,Get Weather.,0
159,what is the humidity right now?,Get Weather.,0
160,What is the weather forecast for Denver?,Get Weather.,0
161,Is it supposed to be windy today?,Get Weather.,0
162,What is the temperture of Higgins Lake,Get Weather.,0
163,What is the weather like in Austin,Get Weather.,0
164,is it windy out,Get Weather.,0
165,Is there a flash flood warning?,Get Weather.,0
166,Afternoon temperature,Get Weather.,0
167,What is today's highs?,Get Weather.,0
168,What is this week's forecast?,Get Weather.,0
169,is it going to rain all week,Get Weather.,0
170,Is rain expected next Wednesday,Get Weather.,0
171,how many feet of snow will it snow in THE MOUNTains over los angeles?,Get Weather.,0
172,what is the average temp here next week?,Get Weather.,0
173,What is the weather in Chapel Hill at 4 am?,Get Weather.,0
174,What is the weather all week?,Get Weather.,0
175,Should I bring an umbrella?,Get Weather.,0
176,Will it be hot and humid in the Dominican Republic during August?,Get Weather.,0
177,When is the next time it is going to rain?,Get Weather.,0
178,Is it cold out today?,Get Weather.,0
179,Is it going to be hot today?,Get Weather.,0
180,How windy is it in West Virginia?,Get Weather.,0
181,Will it be sunny later today?,Get Weather.,0
182,What is the humidity in Port Orange right now?,Get Weather.,0
183,Hows the weather in Sydney,Get Weather.,0
184,Will it be sunny tomorrow,Get Weather.,0
185,Do I need a coat today?,Get Weather.,0
186,HOW MANY INCHES OF SNOW SHOULD WE EXPECT?,Get Weather.,0
187,IS IT SAFE TO GO TO THE BEACH TODAY,Get Weather.,0
188,How long is the fog going to last this morning?,Get Weather.,0
189,What is the average temperature in August,Get Weather.,0
190,How hot does Los Angeles get in September?,Get Weather.,0
191,Will it snow today?,Get Weather.,0
192,what is the temperature high for today?,Get Weather.,0
193,Is it going to storm tonight?,Get Weather.,0
194,Tell me what the temperature is in 43017 right now.,Get Weather.,0
195,What is the weather in Chicago on Wednesday?,Get Weather.,0
196,Is snow predicted in Boston next week,Get Weather.,0
197,what the weather this week,Get Weather.,0
198,What will the weather be like in London tomorrow,Get Weather.,0
199,should i pack a jacket for beech mountain?,Get Weather.,0
200,how warm is it in Anchorage,Get Weather.,0
201,What's the temperature right now?,Get Weather.,0
202,How much snow will we get?,Get Weather.,0
203,what is the high for today,Get Weather.,0
204,Is it suppose to rain at the State Fair Park today?,Get Weather.,0
205,Is it humid outside?,Get Weather.,0
206,will it be chilly on friday,Get Weather.,0
207,Is today a good day for the beach?,Get Weather.,0
208,Should I carry my raincoat today?,Get Weather.,0
209,Is is suppose to snow today?,Get Weather.,0
210,What is the weather like in London?,Get Weather.,0
211,what is the forecast for the next month,Get Weather.,0
212,whats the forecast,Get Weather.,0
213,what will the weather be like at San Francisco next month?,Get Weather.,0
214,Is there any rain this weekend?,Get Weather.,0
215,should i take an umbrella today,Get Weather.,0
216,Do I need my raincoat today?,Get Weather.,0
217,What is the weather in New York?,Get Weather.,0
218,What will the temperature be for Monday?,Get Weather.,0
219,what is the temperature for tomorrow?,Get Weather.,0
220,Should my kids wear their coats this morning?,Get Weather.,0
221,Can we expect rain at all this week?,Get Weather.,0
222,How much snow will fall in Detroit this week?,Get Weather.,0
223,is it raining in seattle right now,Get Weather.,0
224,sunday's weather,Get Weather.,0
225,will it snow today,Get Weather.,0
226,What is the forecast for Saturday?,Get Weather.,0
227,is it going to rain?,Get Weather.,0
228,What is the temperature going to be today?,Get Weather.,0
229,can i wear capris without getting a cold today,Get Weather.,0
230,Weather forecast for Birmingham,Get Weather.,0
231,what kind of weather am I going to have in San Diego this weekend,Get Weather.,0
232,Will the temperature get hotter this week?,Get Weather.,0
233,is it colder in Catskills than NYC this week,Get Weather.,0
234,Is it raining in Chicago?,Get Weather.,0
235,should I bring a jacket to Mississippi next week,Get Weather.,0
236,Is it going to be sunny in New Jersey tomorrow?,Get Weather.,0
237,What is the current temperature?,Get Weather.,0
238,show me weather radar in my area,Get Weather.,0
239,will it rain today?,Get Weather.,0
240,NEW YORK NOW WEATHER,Get Weather.,0
241,What in the weather like in Las Vegas?,Get Weather.,0
242,Is it going to rain next Wednesday?,Get Weather.,0
243,whats the temperate in houston,Get Weather.,0
244,Are there any tropical storms or hurricanes heading toward the Gulf?,Get Weather.,0
245,what is the high temperature for today,Get Weather.,0
246,What is the heat index for this week?,Get Weather.,0
247,"What are the projected weather conditions for Boston, MA  for Labor Day weekend?",Get Weather.,0
248,how warm out is it,Get Weather.,0
249,What is the temperature for the next 10 days?,Get Weather.,0
250,What will the weather be like tomorrow?,Get Weather.,0
251,What is the weather in Miami?,Get Weather.,0
252,how warm will it get this week,Get Weather.,0
253,Should I bring a jacket?,Get Weather.,0
254,"what is the weather in Los Angeles, CA?",Get Weather.,0
255,Will I get wet if I walk to work today,Get Weather.,0
256,is today a haboob day,Get Weather.,0
257,Is there any snow in the forecast?,Get Weather.,0
258,What is the weather forecasts in 5 days for SW Miami?,Get Weather.,0
259,What the weather look like this weekend?,Get Weather.,0
260,Is there a chance for hail with this storm?,Get Weather.,0
261,Are there any current hurricane's in the Atlantic ocean?,Get Weather.,0
262,When is it supposed to rain this week?,Get Weather.,0
263,Is it going to hot or humid today?,Get Weather.,0
264,Is the wind strong enough to take down tree branches?,Get Weather.,0
265,How warm will it be today?,Get Weather.,0
266,Is it going to rain tomorrow?,Get Weather.,0
267,what will the low temperature be tonight,Get Weather.,0
268,What is the temperature for Saturday looking?,Get Weather.,0
269,What is the weather in New York City?,Get Weather.,0
270,should i wear a coat outside,Get Weather.,0
271,What will the weather travel conditions be like to work today.,Get Weather.,0
272,How cold is it?,Get Weather.,0
273,What is the weather like for the week?,Get Weather.,0
274,What does the weather look like in Daytona Beach today?,Get Weather.,0
275,How much snow today?,Get Weather.,0
276,What is the temperature in Antarctica right now?,Get Weather.,0
277,Should I wear sunscreen,Get Weather.,0
278,When is it going to rain?,Get Weather.,0
279,sunny all day?,Get Weather.,0
280,what's the weather in cancun like?,Get Weather.,0
281,will there be wind tonight,Get Weather.,0
282,what is the low for tomorrow,Get Weather.,0
283,Is it going to rain today?,Get Weather.,0
284,Any chance of storms in the next two months in Southern California?,Get Weather.,0
285,What is the temperature for sunrise tomorrow?,Unsupported Weather.,2
286,what's the temperature in Holland,Get Weather.,0
287,what's the high today?,Get Weather.,0
288,will it snow today,Get Weather.,0
289,will it snow tomorrow,Get Weather.,0
290,What is the humidity like today?,Get Weather.,0
291,how hot will it be on saturday,Get Weather.,0
292,What is the lowest temperature for the week?,Get Weather.,0
293,How cold will it be tonight?,Get Weather.,0
294,what's augusta's weekend forecast?,Get Weather.,0
295,What is the forecast for this weekend?,Get Weather.,0
296,how strong is the wind outside,Get Weather.,0
297,What is the high for today?,Get Weather.,0
298,Can I wear shorts today?,Get Weather.,0
299,How much rain will we get today?,Get Weather.,0
300,How cold will it be tonight?,Get Weather.,0
301,Will it be cloudy tomorrow?,Get Weather.,0
302,Do I need to wear a coat friday night?,Get Weather.,0
303,will it rain this week?,Get Weather.,0
304,how hot will it get this weekend?,Get Weather.,0
305,Will it be sunny all day today?,Get Weather.,0
306,At what time today do we have a greater than 50% chance of rain,Get Weather.,0
307,Will the high temperature reach 80 degrees in the next five days?,Get Weather.,0
308,Is it cloudy in downtown Portland?,Get Weather.,0
309,what is the weather in Baltimore at 5 pm,Get Weather.,0
310,is it going to snow,Get Weather.,0
311,when is it supposed to start raining,Get Weather.,0
312,what is the current temperature,Get Weather.,0
313,When is the next hot day in Chicago,Get Weather.,0
314,How hot is it going to get tomorrow,Get Weather.,0
315,Is it sunny or windy today?,Get Weather.,0
316,Is it going to rain today?,Get Weather.,0
317,What is the weekend weather forecast for Boston?,Get Weather.,0
318,Is it going to rain at the beach,Get Weather.,0
319,Is it expected to snow in December of this year?,Get Weather.,0
320,What' the weather like at Crater Lake for this weekend?,Get Weather.,0
321,Is it going to rain this week?,Get Weather.,0
322,what is the low temperature today,Get Weather.,0
323,Is it going to be windy today?,Get Weather.,0
324,whats the weather like next week,Get Weather.,0
325,how hot is it today,Get Weather.,0
326,what will the weather be like tomorrow?,Get Weather.,0
327,What's the forecast this week?,Get Weather.,0
328,Is there ice outside?,Get Weather.,0
329,Will the temperature be lower tonight?,Get Weather.,0
330,Do i need a jacket?,Get Weather.,0
331,what is the weather in miami next week?,Get Weather.,0
332,is it raining in Tucson,Get Weather.,0
333,Is it going to rain on Saturday?,Get Weather.,0
334,What will the humidity be like tomorrow?,Get Weather.,0
335,How long is the rain suppose to last today?,Get Weather.,0
336,Should I expect any rain today,Get Weather.,0
337,When is the next chance for rain?,Get Weather.,0
338,what is the humidity outside,Get Weather.,0
339,Will it rain in Disney World today?,Get Weather.,0
340,will it be humid today,Get Weather.,0
341,Is it going to rain this afternoon?,Get Weather.,0
342,What is the temperature for tomorrow?,Get Weather.,0
343,Is there snow in the forecast?,Get Weather.,0
344,What's the weather supposed to be tomorrow?,Get Weather.,0
345,what is the weather in seattle in june,Get Weather.,0
346,Will it rain in the next three days.,Get Weather.,0
347,How cold will it be in the morning?,Get Weather.,0
348,Is it going to rain tomorrow?,Get Weather.,0
349,Will it be cold today?,Get Weather.,0
350,How hot will it be tomorrow?,Get Weather.,0
351,What is the temperature going to be today?,Get Weather.,0
352,what are the weather alerts for today,Get Weather.,0
353,What will the weather be like at the Veteran Park at 6:30pm?,Get Weather.,0
354,What is Sunday's temp,Get Weather.,0
355,Should I wear a poncho today?,Get Weather.,0
356,What is the temperature outside?,Get Weather.,0
357,Is it supposed to rain this weekend?,Get Weather.,0
358,What is the weather going to be like in an hour,Get Weather.,0
359,How cold is it today?,Get Weather.,0
360,Is a hurricane expected to hit America soon?,Get Weather.,0
361,is there hail coming tonight,Get Weather.,0
362,Will we get rain today?,Get Weather.,0
363,Is it cloudy out?,Get Weather.,0
364,do i need a jacket today?,Get Weather.,0
365,What is the temperature going to be today?,Get Weather.,0
366,What is the high temperature going to be today?,Get Weather.,0
367,what is the dew point,Get Weather.,0
368,How many inches of snow will we get tomorrow,Get Weather.,0
369,"My knee hurts, are we expecting rain?",Get Weather.,0
370,What is the weather in New York City at 3 pm tomorrow?,Get Weather.,0
371,What will the weather be like next week?,Get Weather.,0
372,is it snowing in New York?,Get Weather.,0
373,how much rain are we going to get today,Get Weather.,0
374,will it be sunny all day,Get Weather.,0
375,Will it be sunny down the shore today,Get Weather.,0
376,What is the forecast for the week?,Get Weather.,0
377,Will it rain at all this week?,Get Weather.,0
378,give me the weather for today,Get Weather.,0
379,Will it be freezing this weekend in Tahoe?,Get Weather.,0
380,When is the snow going to stop?,Get Weather.,0
381,Should I wear rubber boots?,Get Weather.,0
382,what is the weather in fort collins,Get Weather.,0
383,Is there a monsoon warning for Phoenix this week?,Get Weather.,0
384,forecast for austin tx?,Get Weather.,0
385,Do I need an umbrella?,Get Weather.,0
386,what will the weather be like this weekend,Get Weather.,0
387,Is it going to rain at 9am in Central Park?,Get Weather.,0
388,Show me a five day forecast,Get Weather.,0
389,what is the percentage of rain for this weekend,Get Weather.,0
390,What is relative fall temperature?,Get Weather.,0
391,is there a chance of hail today?,Get Weather.,0
392,What are the clouds looking like today?,Get Weather.,0
393,What is the temperature going to be today?,Get Weather.,0
394,What's the heat index today?,Get Weather.,0
395,Will it rain tomorrow in New York City?,Get Weather.,0
396,Is there a heatwave in Texas?,Get Weather.,0
397,What is the temperature,Get Weather.,0
398,Show me the radar of the weather,Get Weather.,0
399,when is the next time will it rain in Montreal Canada,Get Weather.,0
400,What is the current temp?,Get Weather.,0
401,Are there any tornado warnings today?,Get Weather.,0
402,What's the weather like in Cincinnati?,Get Weather.,0
403,What is the weekly forecast for Seattle?,Get Weather.,0
404,Is it going to rain next week?,Get Weather.,0
405,how cold is it going to be,Get Weather.,0
406,When is the humidity going to break for good?,Get Weather.,0
407,what time will it hail today?,Get Weather.,0
408,whats the weather today,Get Weather.,0
409,What's the weather like today?,Get Weather.,0
410,Any hurricanes out in the Gulf of Mexico?,Get Weather.,0
411,is it going to be sunny today?,Get Weather.,0
412,What's the weather like next week?,Get Weather.,0
413,What is the 10 day forecast?,Get Weather.,0
414,Is it going to rain this week?,Get Weather.,0
415,is it cold today,Get Weather.,0
416,how is the weather for the 14th of the month?,Get Weather.,0
417,how is the weather in England,Get Weather.,0
418,What's the temperature going to be today?,Get Weather.,0
419,should i bring an umbrella today?,Get Weather.,0
420,What's the weather like?,Get Weather.,0
421,How bad is the rain?,Get Weather.,0
422,when are we getting rain?,Get Weather.,0
423,Is it going to rain on Sunday?,Get Weather.,0
424,Is it too warm to be wearing a hoodie?,Get Weather.,0
425,Will it snow soon?,Get Weather.,0
426,What is the high temperature supposed to be tomorrow?,Get Weather.,0
427,Weather forecast for tomorrow,Get Weather.,0
428,what is the low for today,Get Weather.,0
429,Is there a chance of snow?,Get Weather.,0
430,Will it rain tomorrow?,Get Weather.,0
431,What will the weather be like at the beach tomorrow.,Get Weather.,0
432,Do I need to bring a jacket today?,Get Weather.,0
433,what will the temp be at 12am,Get Weather.,0
434,What will the temperature be tonight?,Get Weather.,0
435,Should we expect lightning?,Get Weather.,0
436,Is it going to be warm this afternoon?,Get Weather.,0
437,whats the forecast in belier ohio,Get Weather.,0
438,how much rain should I expect for tomorrow?,Get Weather.,0
439,"What is the weather in Apex, North Carolina today?",Get Weather.,0
440,how long is it going to rain today,Get Weather.,0
441,will i need an umbrella,Get Weather.,0
442,Current temperature,Get Weather.,0
443,What are the chances of rain today?,Get Weather.,0
444,Is there going to be a tornado tomorrow?,Get Weather.,0
445,what what is next week's forcast?,Get Weather.,0
446,Is it going to rain?,Get Weather.,0
447,"What's the weather in central Park, NY today?",Get Weather.,0
448,Should I expect weather related delays at the airport?,Get Weather.,0
449,What is the chance of rain for today?,Get Weather.,0
450,How warm will it be today?,Get Weather.,0
451,What is Friday's forecast?,Get Weather.,0
452,What will the temperature be at 6 pm,Get Weather.,0
453,What is the high for today,Get Weather.,0
454,What will the temperature be on Tuesday?,Get Weather.,0
455,How cold is it in Pittsburgh,Get Weather.,0
456,How hot will it be today?,Get Weather.,0
457,What's the local forecast this week?,Get Weather.,0
458,Which direction is the wind today?,Get Weather.,0
459,Will there be so much snow that schools are closed?,Get Weather.,0
460,will the weather be cold tonight?,Get Weather.,0
461,What is the humidity like today?,Get Weather.,0
462,what is the next week weather forecast?,Get Weather.,0
463,will it snow tonight?,Get Weather.,0
464,are there any tornados in the area,Get Weather.,0
465,Do I need to bring a raincoat today?,Get Weather.,0
466,What is the temperature in Phoenix today?,Get Weather.,0
467,Is there snow in the forecast?,Get Weather.,0
468,what's the forecast,Get Weather.,0
469,What's the high temperature for today,Get Weather.,0
470,weather close to work,Get Weather.,0
471,Do I need a coat today?,Get Weather.,0
472,Is it windy today?,Get Weather.,0
473,What's the weather this weekend,Get Weather.,0
474,Is the sun going to shine later on?,Get Weather.,0
475,Is it supposed to be hot today?,Get Weather.,0
476,how much snow are we supposed to get?,Get Weather.,0
477,when will it rain again,Get Weather.,0
478,Should I bring a coat?,Get Weather.,0
479,is there a chance for hailstorm next week,Get Weather.,0
480,are the roads icy?,Get Weather.,0
481,Is it going to rain in Atlanta this weekend?,Get Weather.,0
482,What is the temperature expected to be next week,Get Weather.,0
483,Are we supposed to have a frost tonight?,Get Weather.,0
484,What is the chance of rain tomorrow?,Get Weather.,0
485,is it raining in Florida?,Get Weather.,0
486,What's the weather in San Francisco?,Get Weather.,0
487,10 day forecast,Get Weather.,0
488,Is it going to frost tonight,Get Weather.,0
489,"how does it feel in dallas, tx",Get Weather.,0
490,should I pack an umbrella,Get Weather.,0
491,what is the weather like on the beaches of Washington?,Get Weather.,0
492,What time of the day will be the hottest today?,Get Weather.,0
493,current weather in san francisco,Get Weather.,0
494,will is be snowing in Chicago this week,Get Weather.,0
495,Do I need to bring a jacket with me today?,Get Weather.,0
496,is it cooling down this weekend,Get Weather.,0
497,Is it supposed to rain today?,Get Weather.,0
498,what is the temperature going to be today?,Get Weather.,0
499,is there any chances for snow,Get Weather.,0
500,give me tonight's forecast,Get Weather.,0
501,Will it rain tonight?,Get Weather.,0
502,Should I bring an umbrella to work today?,Get Weather.,0
503,Do I need to bring my jacket today?,Get Weather.,0
504,what is the weather in Nebraska?,Get Weather.,0
505,"What is the weather like in Ocean City, Maryland?",Get Weather.,0
506,What will the weather be for tomorrow?,Get Weather.,0
507,what will be the temperature today at 5pm in atlanta?,Get Weather.,0
508,What is the humidity?,Get Weather.,0
509,is it going to snow today,Get Weather.,0
510,what is the air temperature?,Get Weather.,0
511,how hot will it be today,Get Weather.,0
512,When is it going to snow this week,Get Weather.,0
513,Is there a tropical storm anywhere?,Get Weather.,0
514,Will I need a jacket at 4pm?,Get Weather.,0
515,How does the weather look for my game in Lancaster today?,Get Weather.,0
516,temperature please,Get Weather.,0
517,What is the temperature going to be tonight,Get Weather.,0
518,Should I bring a sweater,Get Weather.,0
519,What is the humidity level?,Get Weather.,0
520,will it rain anytime soon,Get Weather.,0
521,What is this week's forecast?,Get Weather.,0
522,Chance of rain today,Get Weather.,0
523,Is there any rain the forecast this week?,Get Weather.,0
524,Will there be severe weather today?,Get Weather.,0
525,is it going to sleet tonight?,Get Weather.,0
526,what is today temperature in raleigh and in jacksonville fl?,Get Weather.,0
527,When will the blizzard be over in Denver?,Get Weather.,0
528,Will it rain at all today?,Get Weather.,0
529,Will it be rainy today?,Get Weather.,0
530,Is it cold in Alaska all year round?,Get Weather.,0
531,Will it snow soon?,Get Weather.,0
532,10 day forecast,Get Weather.,0
533,AROUND WHAT TIME WILL IT START RAINING?,Get Weather.,0
534,is it going to be sunny today,Get Weather.,0
535,Rain today?,Get Weather.,0
536,Forecast for today,Get Weather.,0
537,Are we getting a tropical storm this week.?,Get Weather.,0
538,is it cloudy today?,Get Weather.,0
539,is it going to rain all day,Get Weather.,0
540,do I need an umbrella,Get Weather.,0
541,whats the temperature tomorrow,Get Weather.,0
542,when it is supposed to rain?,Get Weather.,0
543,Will it be windy all week?,Get Weather.,0
544,It is going to rain today?,Get Weather.,0
545,What will be the warmest day?,Get Weather.,0
546,Next weekends forecast,Get Weather.,0
547,what is the temperature outside today,Get Weather.,0
548,What's the chance  of rain?,Get Weather.,0
549,Should I bring a  scarf?,Get Weather.,0
550,is it going to rain this week,Get Weather.,0
551,will it storm on my wedding day,Get Weather.,0
552,Will it be raining in San Diego during my trip?,Get Weather.,0
553,do i need an umbrella?,Get Weather.,0
554,Is there a storm warning today?,Get Weather.,0
555,What is the weather like today in Austin,Get Weather.,0
556,do i need an umbrella,Get Weather.,0
557,What is the chance of rain today?,Get Weather.,0
558,Is it going to rain tomorrow?,Get Weather.,0
559,Is today going to be warm?,Get Weather.,0
560,When will the rain stop?,Get Weather.,0
561,How hot is it going to be a 4 PM in Helotes,Get Weather.,0
562,How much rain will fall today?,Get Weather.,0
563,how cold is it in Texas,Get Weather.,0
564,when will it snow,Get Weather.,0
565,What's the latest news on hurricane track?,Get Weather.,0
566,Do I need to carry an umbrella today?,Get Weather.,0
567,what is the high temperature,Get Weather.,0
568,Will it snow in Arizona this year?,Get Weather.,0
569,Is it chilly outside?,Get Weather.,0
570,how hot will it be this weekend,Get Weather.,0
571,What is the weather in Atlanta today?,Get Weather.,0
572,What is the temperature supposed to be like today?,Get Weather.,0
573,Is it going to rain?,Get Weather.,0
574,what is the weather going to be like at 5 pm?,Get Weather.,0
575,How many rainy days are in this weeks forecast?,Get Weather.,0
576,what will be the lowest temperature today?,Get Weather.,0
577,What is the weather going to be like today?,Get Weather.,0
578,What's the low temp in Alpharetta tonight?,Get Weather.,0
579,Are there storms in the forecast for North Carolina?,Get Weather.,0
580,is it going to snow monday,Get Weather.,0
581,Is it supposed to freeze this weekend?,Get Weather.,0
582,What is the current weather,Get Weather.,0
583,How hot is it right now?,Get Weather.,0
584,how hot is it going to be today,Get Weather.,0
585,is it going to snow in Boston today,Get Weather.,0
586,What is the weather in Edison at 6 am?,Get Weather.,0
587,predicted snowfall for the week,Get Weather.,0
588,10-day forecast for Lodi,Get Weather.,0
589,What the percentage of rain for Wednesday night?,Get Weather.,0
590,How much rain are we going to have today,Get Weather.,0
591,What is the forecast for New Orleans?,Get Weather.,0
592,Any thunderstorms today?,Get Weather.,0
593,"What was the high today in Cleveland, OH?",Get Weather.,0
594,Is there rain in the forecast for San Francisco next week?,Get Weather.,0
595,What will be today's high and low?,Get Weather.,0
596,Is it going to be cold today?,Get Weather.,0
597,Is there a blizzard predicted for my area?,Get Weather.,0
